psu,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,COD_District,COD_Governorate,SumDist,proba,num_households,survey_buffer
23683,Al-Nasiriya,Hay Mehidiya,حي المهيديه,31.03290329,46.25155243,Markaz Al-Nasiriya,Al-Nasiriya,Thi Qar,227,0.066079295,15,6
10263,Al-Nasiriya,Sadir City,حي مدينة الصدر,31.0802066,46.2356939,Markaz Al-Nasiriya,Al-Nasiriya,Thi Qar,227,0.061674009,14,6
10260,Al-Nasiriya,Al Iskan Al Sinaie,الاسكان الصناعي,31.01345748,46.28240815,Markaz Al-Nasiriya,Al-Nasiriya,Thi Qar,227,0.123348018,28,6
19555,Al-Kut,Damook 150,داموك 150,32.53161253,45.82103463,Markaz Al-Kut,Al-Kut,Wassit,664,0.030120482,20,6
25322,Al-Kut,Anwar Al Sadur-Al-Ghader,انوار الصدر-الغدير,32.5131733,45.84019899,Markaz Al-Kut,Al-Kut,Wassit,664,0.015060241,10,6
27277,Al-Kut,Al Hakeem Al-Ula,الحكيم الأولى,32.52988171,45.83964831,Markaz Al-Kut,Al-Kut,Wassit,664,0.018072289,12,6
27275,Al-Kut,Al-Hassan Al-Askari Al-Thania,الحسن العسكري الثانيه,32.53247892,45.7912212,Markaz Al-Kut,Al-Kut,Wassit,664,0.030120482,20,6
19070,Al-Kut,Hay al-zahraa,حي الزهراء,32.52291874,45.81870231,Markaz Al-Kut,Al-Kut,Wassit,664,0.015060241,10,6
23256,Al-Kut,Al Hasan Al Askari,الحسن العسكري,32.53075098,45.7473125,Markaz Al-Kut,Al-Kut,Wassit,664,0.081325301,54,6
27278,Al-Kut,Al Hakeem Al-Thania,الحكيم الثانيه,32.53589111,45.85707997,Markaz Al-Kut,Al-Kut,Wassit,664,0.018072289,12,6
24786,Al-Kut,Al Hakeem Al-Khdhra,الحكيم الخضراء,32.54525026,45.85184353,Markaz Al-Kut,Al-Kut,Wassit,664,0.015060241,10,12
27383,Al-Kut,Hay Al Jawadeen Al-Thalitha,حي الجوادين الثالثه,32.51103961,45.85696859,Markaz Al-Kut,Al-Kut,Wassit,664,0.021084337,14,6
19548,Al-Kut,Al Batar village,قرية البتار,32.56659569,45.64940515,Markaz Al-Kut,Al-Kut,Wassit,664,0.042168675,28,6
25103,Al-Kut,Al-Jihad Al-Zahraa,الجهاد الزهراء,32.47834063,45.8128393,Wasit,Al-Kut,Wassit,664,0.037650602,25,6
25106,Al-Kut,Al-Jihad-Al-Sajad,الجهاد-السجاد,32.4737597,45.82086882,Wasit,Al-Kut,Wassit,664,0.037650602,25,6
24261,Al-Kut,Hay Al-Hawaraa 3,حي الحوراء الثالثة,32.48702633,45.84528154,Wasit,Al-Kut,Wassit,664,0.087349398,58,12
