num,psu,n,new_ID,name,district,governorate,label
792,25947,1,cluster_location_id_792,Bezna Village,Balad,Salah Al-Din,792_Bezna Village
793,20484,1,cluster_location_id_793,Chardaghli village,Tooz Khurmato,Salah Al-Din,793_Chardaghli village
794,29601,1,cluster_location_id_794,Eshaqi Complex,Balad,Salah Al-Din,794_Eshaqi Complex
795,20618,1,cluster_location_id_795,Hammad Shihab,Tikrit,Salah Al-Din,795_Hammad Shihab
796,25926,1,cluster_location_id_796,Hawi Albsat,Samarra,Salah Al-Din,796_Hawi Albsat
797,20587,1,cluster_location_id_797,Hay Abu Dalaf,Al-Daur,Salah Al-Din,797_Hay Abu Dalaf
798,26079,1,cluster_location_id_798,Hay Al Aboor,Al-Daur,Salah Al-Din,798_Hay Al Aboor
799,21004,1,cluster_location_id_799,Hay Al Askari,Al-Shirqat,Salah Al-Din,799_Hay Al Askari
800,26078,1,cluster_location_id_800,Hay Al Askri,Al-Daur,Salah Al-Din,800_Hay Al Askri
801,24247,1,cluster_location_id_801,Hay Al baladiyah,Tikrit,Salah Al-Din,801_Hay Al baladiyah
802,20638,1,cluster_location_id_802,Hay Al Dhubbat,Tikrit,Salah Al-Din,802_Hay Al Dhubbat
803,22474,1,cluster_location_id_803,Hay Al Dhubbat-Mahalla 334,Samarra,Salah Al-Din,803_Hay Al Dhubbat-Mahalla 334
804,23920,1,cluster_location_id_804,Hay Al Hussien,Balad,Salah Al-Din,804_Hay Al Hussien
805,26082,1,cluster_location_id_805,Hay Al Mahad,Al-Daur,Salah Al-Din,805_Hay Al Mahad
806,21724,1,cluster_location_id_806,Hay Al Mutasim-mahala 105,Samarra,Salah Al-Din,806_Hay Al Mutasim-mahala 105
807,22473,1,cluster_location_id_807,Hay Al Muthanna-Mahalla 312,Samarra,Salah Al-Din,807_Hay Al Muthanna-Mahalla 312
808,20713,1,cluster_location_id_808,Hay Al Qadisiah,Al-Daur,Salah Al-Din,808_Hay Al Qadisiah
809,26080,1,cluster_location_id_809,Hay Al Sharqiyah,Al-Daur,Salah Al-Din,809_Hay Al Sharqiyah
810,21592,1,cluster_location_id_810,Hay Al sinay-Al samad,Tikrit,Salah Al-Din,810_Hay Al sinay-Al samad
811,21725,1,cluster_location_id_811,Hay Al Wathiq-Mahala 314,Samarra,Salah Al-Din,811_Hay Al Wathiq-Mahala 314
812,23913,1,cluster_location_id_812,Hay al Zahraa 204,Balad,Salah Al-Din,812_Hay al Zahraa 204
813,22468,1,cluster_location_id_813,Hay Al Zuhour-422,Tikrit,Salah Al-Din,813_Hay Al Zuhour-422
814,25961,1,cluster_location_id_814,Hay Alarbaen,Tikrit,Salah Al-Din,814_Hay Alarbaen
815,27234,1,cluster_location_id_815,Hay Al-Askary,Tooz Khurmato,Salah Al-Din,815_Hay Al-Askary
816,29654,1,cluster_location_id_816,Hay Al-Baladyat,Al-Shirqat,Salah Al-Din,816_Hay Al-Baladyat
817,22058,1,cluster_location_id_817,Hay Aldiuom,Tikrit,Salah Al-Din,817_Hay Aldiuom
818,25960,1,cluster_location_id_818,Hay Aljamiyaa,Tikrit,Salah Al-Din,818_Hay Aljamiyaa
819,21955,1,cluster_location_id_819,Hay Al-Khasim Al-Qadem village,Al-Shirqat,Salah Al-Din,819_Hay Al-Khasim Al-Qadem village
820,20569,1,cluster_location_id_820,Hay Al-Khathraa Mahala 322,Samarra,Salah Al-Din,820_Hay Al-Khathraa Mahala 322
821,29652,1,cluster_location_id_821,Hay Al-noor,Al-Shirqat,Salah Al-Din,821_Hay Al-noor
822,22965,1,cluster_location_id_822,Hay Alqalaa,Tikrit,Salah Al-Din,822_Hay Alqalaa
823,20607,1,cluster_location_id_823,Hay Alrisalah,Beygee,Salah Al-Din,823_Hay Alrisalah
824,33369,1,cluster_location_id_824,Hay Altameem,Beygee,Salah Al-Din,824_Hay Altameem
825,27367,1,cluster_location_id_825,Hay Alziraa,Tikrit,Salah Al-Din,825_Hay Alziraa
826,23877,1,cluster_location_id_826,Hay Al-Ziraa(Sharqiyah)113,Samarra,Salah Al-Din,826_Hay Al-Ziraa(Sharqiyah)113
827,25866,1,cluster_location_id_827,Hay Komari-120,Tooz Khurmato,Salah Al-Din,827_Hay Komari-120
828,25868,1,cluster_location_id_828,Hay Rizgari-114,Tooz Khurmato,Salah Al-Din,828_Hay Rizgari-114
829,21590,1,cluster_location_id_829,Hay Salah Al-Din(Mahala 302),Samarra,Salah Al-Din,829_Hay Salah Al-Din(Mahala 302)
830,25962,1,cluster_location_id_830,Hay Salma Altaghlubia,Tikrit,Salah Al-Din,830_Hay Salma Altaghlubia
831,26077,1,cluster_location_id_831,Hay Tal Al Banat,Al-Daur,Salah Al-Din,831_Hay Tal Al Banat
832,22581,1,cluster_location_id_832,Hay Tal Al Zatar-mahalla 219,Beygee,Salah Al-Din,832_Hay Tal Al Zatar-mahalla 219
833,29655,1,cluster_location_id_833,Hay Tal Baajah,Al-Shirqat,Salah Al-Din,833_Hay Tal Baajah
834,23056,1,cluster_location_id_834,Jwezerat,Balad,Salah Al-Din,834_Jwezerat
835,28449,1,cluster_location_id_835,Mahalla Al Aed,Tikrit,Salah Al-Din,835_Mahalla Al Aed
836,29539,1,cluster_location_id_836,Mahalla Makeshfa,Samarra,Salah Al-Din,836_Mahalla Makeshfa
837,25747,1,cluster_location_id_837,Markaz Al-Dujeel-Al Shabab village,Balad,Salah Al-Din,837_Markaz Al-Dujeel-Al Shabab village
838,25746,1,cluster_location_id_838,Markaz Al-Dujeel-Hay Al Wihda Mahala 101,Balad,Salah Al-Din,838_Markaz Al-Dujeel-Hay Al Wihda Mahala 101
839,20689,1,cluster_location_id_839,Markaz Makhoul,Beygee,Salah Al-Din,839_Markaz Makhoul
840,25754,1,cluster_location_id_840,Markaz Tooz-Hay Al Askari,Tooz Khurmato,Salah Al-Din,840_Markaz Tooz-Hay Al Askari
841,25752,1,cluster_location_id_841,Markaz Tooz-Hay Al Taiyar 122,Tooz Khurmato,Salah Al-Din,841_Markaz Tooz-Hay Al Taiyar 122
842,25750,1,cluster_location_id_842,Markaz Tooz-Hay Brayati,Tooz Khurmato,Salah Al-Din,842_Markaz Tooz-Hay Brayati
843,25748,1,cluster_location_id_843,Markaz Tooz-Jesir Dara,Tooz Khurmato,Salah Al-Din,843_Markaz Tooz-Jesir Dara
844,25922,1,cluster_location_id_844,Qadisya 1 Mahala 214,Tikrit,Salah Al-Din,844_Qadisya 1 Mahala 214
845,23702,1,cluster_location_id_845,Qadisya 2 500 Area,Tikrit,Salah Al-Din,845_Qadisya 2 500 Area
846,25923,1,cluster_location_id_846,Qadisya 2 Mahala 216,Tikrit,Salah Al-Din,846_Qadisya 2 Mahala 216
847,22813,1,cluster_location_id_847,Qaryat Al Sareen,Beygee,Salah Al-Din,847_Qaryat Al Sareen
848,20405,1,cluster_location_id_848,Sankur,Tooz Khurmato,Salah Al-Din,848_Sankur
849,14555,1,cluster_location_id_849,Shajara village,Beygee,Salah Al-Din,849_Shajara village
850,33402,1,cluster_location_id_850,Shattye Al-Jider village,Al-Shirqat,Salah Al-Din,850_Shattye Al-Jider village
851,33434,1,cluster_location_id_851,Sheik Ali village,Beygee,Salah Al-Din,851_Sheik Ali village
852,15271,1,cluster_location_id_852,Sobieh village,Beygee,Salah Al-Din,852_Sobieh village
853,33122,1,cluster_location_id_853,Sudayrah Aulya Village,Al-Shirqat,Salah Al-Din,853_Sudayrah Aulya Village
854,20588,1,cluster_location_id_854,Sudayrah Sufla Village,Al-Shirqat,Salah Al-Din,854_Sudayrah Sufla Village
855,20613,1,cluster_location_id_855,Sudayrah Tak Tak Village,Al-Shirqat,Salah Al-Din,855_Sudayrah Tak Tak Village
856,33123,1,cluster_location_id_856,Sudayrah Westa Village,Al-Shirqat,Salah Al-Din,856_Sudayrah Westa Village
857,20529,1,cluster_location_id_857,Sulayman Beg sub district center,Tooz Khurmato,Salah Al-Din,857_Sulayman Beg sub district center
858,20866,1,cluster_location_id_858,Tal abu Jarad area-Mahalla 104,Beygee,Salah Al-Din,858_Tal abu Jarad area-Mahalla 104
859,25870,1,cluster_location_id_859,Tal Al Naqqar,Tooz Khurmato,Salah Al-Din,859_Tal Al Naqqar
860,25950,1,cluster_location_id_860,Tal-Al Sibaat Village,Tikrit,Salah Al-Din,860_Tal-Al Sibaat Village
861,25872,1,cluster_location_id_861,Unformal Shelter,Tooz Khurmato,Salah Al-Din,861_Unformal Shelter
862,20666,1,cluster_location_id_862,Uwainat,Tikrit,Salah Al-Din,862_Uwainat
863,21103,1,cluster_location_id_863,Yangija Village,Tooz Khurmato,Salah Al-Din,863_Yangija Village
864,29565,1,cluster_location_id_864,Yathrib sub distrct,Balad,Salah Al-Din,864_Yathrib sub distrct
865,33153,1,cluster_location_id_865,Zinana,Tooz Khurmato,Salah Al-Din,865_Zinana
866,24494,1,cluster_location_id_866,Al Aker,Al-Nasiriya,Thi Qar,866_Al Aker
867,10260,1,cluster_location_id_867,Al Iskan Al Sinaie,Al-Nasiriya,Thi Qar,867_Al Iskan Al Sinaie
868,10335,1,cluster_location_id_868,Al-Salhiya,Al-Nasiriya,Thi Qar,868_Al-Salhiya
869,9396,1,cluster_location_id_869,Al-zielat,Al-Nasiriya,Thi Qar,869_Al-zielat
870,10301,1,cluster_location_id_870,Hay Al Fidaa,Al-Nasiriya,Thi Qar,870_Hay Al Fidaa
871,21208,1,cluster_location_id_871,Hay Al Mualimeen,Al-Nasiriya,Thi Qar,871_Hay Al Mualimeen
872,10259,1,cluster_location_id_872,Hay Al Tadhihiya,Al-Nasiriya,Thi Qar,872_Hay Al Tadhihiya
873,9427,1,cluster_location_id_873,Hay AL-Mansouria,Al-Nasiriya,Thi Qar,873_Hay AL-Mansouria
874,23683,1,cluster_location_id_874,Hay Mehidiya,Al-Nasiriya,Thi Qar,874_Hay Mehidiya
875,10263,1,cluster_location_id_875,Sadir City,Al-Nasiriya,Thi Qar,875_Sadir City
876,19548,1,cluster_location_id_876,Al Batar village,Al-Kut,Wassit,876_Al Batar village
877,24786,1,cluster_location_id_877,Al Hakeem Al-Khdhra,Al-Kut,Wassit,877_Al Hakeem Al-Khdhra
878,27278,1,cluster_location_id_878,Al Hakeem Al-Thania,Al-Kut,Wassit,878_Al Hakeem Al-Thania
879,27277,1,cluster_location_id_879,Al Hakeem Al-Ula,Al-Kut,Wassit,879_Al Hakeem Al-Ula
880,23256,1,cluster_location_id_880,Al Hasan Al Askari,Al-Kut,Wassit,880_Al Hasan Al Askari
881,27275,1,cluster_location_id_881,Al-Hassan Al-Askari Al-Thania,Al-Kut,Wassit,881_Al-Hassan Al-Askari Al-Thania
882,25103,1,cluster_location_id_882,Al-Jihad Al-Zahraa,Al-Kut,Wassit,882_Al-Jihad Al-Zahraa
883,25106,1,cluster_location_id_883,Al-Jihad-Al-Sajad,Al-Kut,Wassit,883_Al-Jihad-Al-Sajad
884,25322,1,cluster_location_id_884,Anwar Al Sadur-Al-Ghader,Al-Kut,Wassit,884_Anwar Al Sadur-Al-Ghader
885,19555,1,cluster_location_id_885,Damook 150,Al-Kut,Wassit,885_Damook 150
886,27383,1,cluster_location_id_886,Hay Al Jawadeen Al-Thalitha,Al-Kut,Wassit,886_Hay Al Jawadeen Al-Thalitha
887,24261,1,cluster_location_id_887,Hay Al-Hawaraa 3,Al-Kut,Wassit,887_Hay Al-Hawaraa 3
888,19070,1,cluster_location_id_888,Hay al-zahraa,Al-Kut,Wassit,888_Hay al-zahraa
