num,psu,n,new_ID,name,district,governorate,label
254,7730,1,cluster_location_id_254,Adhamia-312,Al-Adhamiya,Baghdad,254_Adhamia-312
255,23646,1,cluster_location_id_255,Adhamia-314,Al-Adhamiya,Baghdad,255_Adhamia-314
256,23728,1,cluster_location_id_256,Adhamiya-310,Al-Adhamiya,Baghdad,256_Adhamiya-310
257,27413,1,cluster_location_id_257,Al Ahnaf-Al Rakia Fadel village,Al-Kadhmiyah,Baghdad,257_Al Ahnaf-Al Rakia Fadel village
258,21450,1,cluster_location_id_258,Al Amerya-634,Al-Karkh,Baghdad,258_Al Amerya-634
259,21448,1,cluster_location_id_259,Al Amreya-630,Al-Karkh,Baghdad,259_Al Amreya-630
260,33104,1,cluster_location_id_260,Al Azez Al Ghaffar-(Al Jomblatiya Southern),Al-Mahmoudiya,Baghdad,260_Al Azez Al Ghaffar-(Al Jomblatiya Southern)
261,29525,1,cluster_location_id_261,Al Bu Hasson(Al kragolyia),Al-Mahmoudiya,Baghdad,261_Al Bu Hasson(Al kragolyia)
262,25221,1,cluster_location_id_262,Al Forat-893,Al-Karkh,Baghdad,262_Al Forat-893
263,24065,1,cluster_location_id_263,Al Ghazaliyah-685,Al-Karkh,Baghdad,263_Al Ghazaliyah-685
264,25022,1,cluster_location_id_264,Al Gserin Village,Al-Kadhmiyah,Baghdad,264_Al Gserin Village
265,33107,1,cluster_location_id_265,Al Imam Ali village-(Al Jomblatiya Southern),Al-Mahmoudiya,Baghdad,265_Al Imam Ali village-(Al Jomblatiya Southern)
266,23727,1,cluster_location_id_266,Al Jameah-627,Al-Karkh,Baghdad,266_Al Jameah-627
267,26041,1,cluster_location_id_267,Al Jameah-635,Al-Karkh,Baghdad,267_Al Jameah-635
268,32034,1,cluster_location_id_268,Al Kamazan village,Al-Mahmoudiya,Baghdad,268_Al Kamazan village
269,21685,1,cluster_location_id_269,Al Khadraa village,Al-Kadhmiyah,Baghdad,269_Al Khadraa village
270,21460,1,cluster_location_id_270,Al Khadraa-639,Al-Karkh,Baghdad,270_Al Khadraa-639
271,25206,1,cluster_location_id_271,Al Khadraa-640,Al-Karkh,Baghdad,271_Al Khadraa-640
272,25150,1,cluster_location_id_272,Al Latefia-Al Qadessia,Al-Mahmoudiya,Baghdad,272_Al Latefia-Al Qadessia
273,25149,1,cluster_location_id_273,Al Latefia-Al Salam,Al-Mahmoudiya,Baghdad,273_Al Latefia-Al Salam
274,24004,1,cluster_location_id_274,Al Maghreb-302,Al-Adhamiya,Baghdad,274_Al Maghreb-302
275,32036,1,cluster_location_id_275,Al Masara village,Al-Kadhmiyah,Baghdad,275_Al Masara village
276,22382,1,cluster_location_id_276,Al Muaghith village-(Al Jomblatiya Southern),Al-Mahmoudiya,Baghdad,276_Al Muaghith village-(Al Jomblatiya Southern)
277,7350,1,cluster_location_id_277,Al Mustafa village-(Al Jomblatiya Southern),Al-Mahmoudiya,Baghdad,277_Al Mustafa village-(Al Jomblatiya Southern)
278,23999,1,cluster_location_id_278,Al Qahira-307,Al-Adhamiya,Baghdad,278_Al Qahira-307
279,7587,1,cluster_location_id_279,Al Radwania,Al-Mahmoudiya,Baghdad,279_Al Radwania
280,33183,1,cluster_location_id_280,Al Rasheediya Village,Al-Mahmoudiya,Baghdad,280_Al Rasheediya Village
281,32101,1,cluster_location_id_281,Al Rasool village-(Al Jomblatiya Southern),Al-Mahmoudiya,Baghdad,281_Al Rasool village-(Al Jomblatiya Southern)
282,27191,1,cluster_location_id_282,Al Resala-855,Al-Karkh,Baghdad,282_Al Resala-855
283,27289,1,cluster_location_id_283,Al Salahiya-222,Al-Karkh,Baghdad,283_Al Salahiya-222
284,27409,1,cluster_location_id_284,Al Saydia-835,Al-Karkh,Baghdad,284_Al Saydia-835
285,24002,1,cluster_location_id_285,Al Shamasiyah-316,Al-Adhamiya,Baghdad,285_Al Shamasiyah-316
286,24003,1,cluster_location_id_286,Al Shamasiyah-320,Al-Adhamiya,Baghdad,286_Al Shamasiyah-320
287,27247,1,cluster_location_id_287,Al Shams complex,Al-Kadhmiyah,Baghdad,287_Al Shams complex
288,29532,1,cluster_location_id_288,Al Shanadka village,Al-Mahmoudiya,Baghdad,288_Al Shanadka village
289,33302,1,cluster_location_id_289,Al Sheiti village,Al-Kadhmiyah,Baghdad,289_Al Sheiti village
290,23984,1,cluster_location_id_290,Al Toma(Al Masfi)-826,Al-Karkh,Baghdad,290_Al Toma(Al Masfi)-826
291,31710,1,cluster_location_id_291,Al Zaidan-Al Sadan village,Al-Kadhmiyah,Baghdad,291_Al Zaidan-Al Sadan village
292,31711,1,cluster_location_id_292,Al Zaidan-Al sultan village,Al-Kadhmiyah,Baghdad,292_Al Zaidan-Al sultan village
293,24063,1,cluster_location_id_293,Al-Abayechi-1,Al-Kadhmiyah,Baghdad,293_Al-Abayechi-1
294,7682,1,cluster_location_id_294,Albo Awasj village,Al-Mahmoudiya,Baghdad,294_Albo Awasj village
295,33225,1,cluster_location_id_295,Albu Moufarrej Village,Al-Mahmoudiya,Baghdad,295_Albu Moufarrej Village
296,23867,1,cluster_location_id_296,Al-Nasir Walsalam-1000,Al-Kadhmiyah,Baghdad,296_Al-Nasir Walsalam-1000
297,7658,1,cluster_location_id_297,Al-Resalah,Al-Kadhmiyah,Baghdad,297_Al-Resalah
298,33764,1,cluster_location_id_298,Asmail Mohammed village,Al-Kadhmiyah,Baghdad,298_Asmail Mohammed village
299,25185,1,cluster_location_id_299,Awad Al Hussain village,Al-Kadhmiyah,Baghdad,299_Awad Al Hussain village
300,25394,1,cluster_location_id_300,Bob Al Sham-361,Al-Adhamiya,Baghdad,300_Bob Al Sham-361
301,25397,1,cluster_location_id_301,Bob Al Sham-365,Al-Adhamiya,Baghdad,301_Bob Al Sham-365
302,25424,1,cluster_location_id_302,Hai Al Qadessia-2,Al-Kadhmiyah,Baghdad,302_Hai Al Qadessia-2
303,29528,1,cluster_location_id_303,Hay Al Dobat(Al kragolyia),Al-Mahmoudiya,Baghdad,303_Hay Al Dobat(Al kragolyia)
304,7640,1,cluster_location_id_304,Hay al jamiyah (Al Masfi)-842,Al-Karkh,Baghdad,304_Hay al jamiyah (Al Masfi)-842
305,26100,1,cluster_location_id_305,Hay Al Jehad-881,Al-Karkh,Baghdad,305_Hay Al Jehad-881
306,24176,1,cluster_location_id_306,Hay Al Rabee-332,Al-Adhamiya,Baghdad,306_Hay Al Rabee-332
307,27255,1,cluster_location_id_307,Hay Al Rabee-334,Al-Adhamiya,Baghdad,307_Hay Al Rabee-334
308,22777,1,cluster_location_id_308,Hay Al Rabee-340,Al-Adhamiya,Baghdad,308_Hay Al Rabee-340
309,27252,1,cluster_location_id_309,Hay Al Rasul,Al-Mahmoudiya,Baghdad,309_Hay Al Rasul
310,29523,1,cluster_location_id_310,Hay Al Shuhada(Al kragolyia),Al-Mahmoudiya,Baghdad,310_Hay Al Shuhada(Al kragolyia)
311,7733,1,cluster_location_id_311,Hay Al Zuhoor,Al-Mahmoudiya,Baghdad,311_Hay Al Zuhoor
312,7583,1,cluster_location_id_312,Hoor Rajab,Al-Mahmoudiya,Baghdad,312_Hoor Rajab
313,25126,1,cluster_location_id_313,Khan Dhari Center,Al-Kadhmiyah,Baghdad,313_Khan Dhari Center
314,25152,1,cluster_location_id_314,Kilo 18,Al-Mahmoudiya,Baghdad,314_Kilo 18
315,22541,1,cluster_location_id_315,Sabea Al Buor-12000,Al-Kadhmiyah,Baghdad,315_Sabea Al Buor-12000
316,22611,1,cluster_location_id_316,Sabea Al Buor-13000,Al-Kadhmiyah,Baghdad,316_Sabea Al Buor-13000
317,25168,1,cluster_location_id_317,Sabea Al Buor-14000,Al-Kadhmiyah,Baghdad,317_Sabea Al Buor-14000
318,25163,1,cluster_location_id_318,Sabea Al Buor-7000,Al-Kadhmiyah,Baghdad,318_Sabea Al Buor-7000
319,25164,1,cluster_location_id_319,Sabea Al Buor-8000,Al-Kadhmiyah,Baghdad,319_Sabea Al Buor-8000
320,7685,1,cluster_location_id_320,shaka-4,Al-Mahmoudiya,Baghdad,320_shaka-4
321,27312,1,cluster_location_id_321,Shoala-448,Al-Kadhmiyah,Baghdad,321_Shoala-448
322,31714,1,cluster_location_id_322,Shuhada Markza-Shuhdda the second,Al-Kadhmiyah,Baghdad,322_Shuhada Markza-Shuhdda the second
323,24073,1,cluster_location_id_323,Shurtah Al Hader-846,Al-Karkh,Baghdad,323_Shurtah Al Hader-846
324,22538,1,cluster_location_id_324,Tunis-330,Al-Adhamiya,Baghdad,324_Tunis-330
325,26030,1,cluster_location_id_325,A Hammadi Village,Al-Muqdadiya,Diyala,325_A Hammadi Village
326,10948,1,cluster_location_id_326,Abo Garma village,Al-Muqdadiya,Diyala,326_Abo Garma village
327,25657,1,cluster_location_id_327,Abu musa village,Al-Muqdadiya,Diyala,327_Abu musa village
328,32021,1,cluster_location_id_328,Al Asakraa village,Khanaqin,Diyala,328_Al Asakraa village
329,24354,1,cluster_location_id_329,Al Askari Qtr,Khanaqin,Diyala,329_Al Askari Qtr
330,11250,1,cluster_location_id_330,Al Dawasir Qtr,Baquba,Diyala,330_Al Dawasir Qtr
331,26075,1,cluster_location_id_331,Al Dwaleeb Village,Al-Khalis,Diyala,331_Al Dwaleeb Village
332,11177,1,cluster_location_id_332,Al Gatoon-Al Mujama Qtr,Baquba,Diyala,332_Al Gatoon-Al Mujama Qtr
333,24915,1,cluster_location_id_333,Al Gatoon-Al rahma,Baquba,Diyala,333_Al Gatoon-Al rahma
334,24805,1,cluster_location_id_334,Al Gatoon-Al Yarmook Qtr,Baquba,Diyala,334_Al Gatoon-Al Yarmook Qtr
335,11195,1,cluster_location_id_335,Al Ghalbiya,Al-Khalis,Diyala,335_Al Ghalbiya
336,25814,1,cluster_location_id_336,Al Hadid Old,Al-Khalis,Diyala,336_Al Hadid Old
337,25815,1,cluster_location_id_337,Al Hadid-Al Benook Qtr,Al-Khalis,Diyala,337_Al Hadid-Al Benook Qtr
338,23740,1,cluster_location_id_338,Al Hawidar,Baquba,Diyala,338_Al Hawidar
339,23694,1,cluster_location_id_339,Al Intesar-1 Qtr,Baquba,Diyala,339_Al Intesar-1 Qtr
340,11442,1,cluster_location_id_340,Al Isaiwed Village,Al-Muqdadiya,Diyala,340_Al Isaiwed Village
341,31753,1,cluster_location_id_341,Al Jamahir Qtr Sector 2,Khanaqin,Diyala,341_Al Jamahir Qtr Sector 2
342,31754,1,cluster_location_id_342,Al Jamahir Qtr Sector 3,Khanaqin,Diyala,342_Al Jamahir Qtr Sector 3
343,11189,1,cluster_location_id_343,Al Mafraq,Baquba,Diyala,343_Al Mafraq
344,25676,1,cluster_location_id_344,Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,344_Al Mansouriyah-Hamada Village
345,25804,1,cluster_location_id_345,Al Mataar Qtr,Al-Muqdadiya,Diyala,345_Al Mataar Qtr
346,31768,1,cluster_location_id_346,Al Nakheel Village,Khanaqin,Diyala,346_Al Nakheel Village
347,31749,1,cluster_location_id_347,Al Oroba Qtr Sector 3,Khanaqin,Diyala,347_Al Oroba Qtr Sector 3
348,22041,1,cluster_location_id_348,Al Qadissiya Qtr,Al-Khalis,Diyala,348_Al Qadissiya Qtr
349,11440,1,cluster_location_id_349,Al Qalaa Village,Al-Muqdadiya,Diyala,349_Al Qalaa Village
350,11411,1,cluster_location_id_350,Al Sabtiyah village,Baquba,Diyala,350_Al Sabtiyah village
351,24917,1,cluster_location_id_351,Al Sadah Village,Baquba,Diyala,351_Al Sadah Village
352,26027,1,cluster_location_id_352,Al Shamamla Village,Al-Muqdadiya,Diyala,352_Al Shamamla Village
353,29570,1,cluster_location_id_353,Al Shuhada Qtr Sector 1,Khanaqin,Diyala,353_Al Shuhada Qtr Sector 1
354,31761,1,cluster_location_id_354,Al Shuhada Qtr Sector 5,Khanaqin,Diyala,354_Al Shuhada Qtr Sector 5
355,31762,1,cluster_location_id_355,Al Shuhada Qtr Sector 6,Khanaqin,Diyala,355_Al Shuhada Qtr Sector 6
356,11312,1,cluster_location_id_356,Al Sodoor,Al-Khalis,Diyala,356_Al Sodoor
357,25805,1,cluster_location_id_357,Al Somood Qtr,Al-Muqdadiya,Diyala,357_Al Somood Qtr
358,11178,1,cluster_location_id_358,Al Tahreer,Baquba,Diyala,358_Al Tahreer
359,33585,1,cluster_location_id_359,Al Taleaa 2 Qtr ( Al Kelya ),Khanaqin,Diyala,359_Al Taleaa 2 Qtr ( Al Kelya )
360,28463,1,cluster_location_id_360,Al Taleaa Al Olaa Village(Albo Rai),Al-Khalis,Diyala,360_Al Taleaa Al Olaa Village(Albo Rai)
361,29564,1,cluster_location_id_361,Al Taleaa Qtr ( sector 2 ),Khanaqin,Diyala,361_Al Taleaa Qtr ( sector 2 )
362,31752,1,cluster_location_id_362,Al Taleaa Qtr ( sector 5 ),Khanaqin,Diyala,362_Al Taleaa Qtr ( sector 5 )
363,25668,1,cluster_location_id_363,Al Wazan Village,Al-Muqdadiya,Diyala,363_Al Wazan Village
364,31764,1,cluster_location_id_364,Al Wehdaa Qtr Sector 3,Khanaqin,Diyala,364_Al Wehdaa Qtr Sector 3
365,31765,1,cluster_location_id_365,Al Wehdaa Qtr Sector 4,Khanaqin,Diyala,365_Al Wehdaa Qtr Sector 4
366,24405,1,cluster_location_id_366,aldarawsha village,Khanaqin,Diyala,366_aldarawsha village
367,11355,1,cluster_location_id_367,AlTaiha Qtr,Al-Muqdadiya,Diyala,367_AlTaiha Qtr
368,26074,1,cluster_location_id_368,Arab Hafeedh Village,Al-Khalis,Diyala,368_Arab Hafeedh Village
369,28422,1,cluster_location_id_369,awbrey,Kifri,Diyala,369_awbrey
370,25257,1,cluster_location_id_370,Bakhtiari Qtr,Khanaqin,Diyala,370_Bakhtiari Qtr
371,11179,1,cluster_location_id_371,Baloor Village,Al-Muqdadiya,Diyala,371_Baloor Village
372,25655,1,cluster_location_id_372,Dalli Abass-Al Moalmeen Qtr,Al-Khalis,Diyala,372_Dalli Abass-Al Moalmeen Qtr
373,25653,1,cluster_location_id_373,Dalli Abass-Al Shekh Hassan Qtr,Al-Khalis,Diyala,373_Dalli Abass-Al Shekh Hassan Qtr
374,24194,1,cluster_location_id_374,Dalli Abass-Al-Dhobat Qtr,Al-Khalis,Diyala,374_Dalli Abass-Al-Dhobat Qtr
375,26058,1,cluster_location_id_375,Dalli Abass-Al-Shuhada Qtr,Al-Khalis,Diyala,375_Dalli Abass-Al-Shuhada Qtr
376,24403,1,cluster_location_id_376,darwish village,Khanaqin,Diyala,376_darwish village
377,25678,1,cluster_location_id_377,Dawod Al-Salom village,Al-Khalis,Diyala,377_Dawod Al-Salom village
378,25673,1,cluster_location_id_378,Habib Al Abdulla Village,Al-Khalis,Diyala,378_Habib Al Abdulla Village
379,25672,1,cluster_location_id_379,Habib Al Khaizaran Village,Al-Khalis,Diyala,379_Habib Al Khaizaran Village
380,11463,1,cluster_location_id_380,Had Mekser,Baquba,Diyala,380_Had Mekser
381,25674,1,cluster_location_id_381,Haj fadhil village,Al-Muqdadiya,Diyala,381_Haj fadhil village
382,25677,1,cluster_location_id_382,Hamza Al Najim Village,Al-Khalis,Diyala,382_Hamza Al Najim Village
383,11206,1,cluster_location_id_383,Hawaish Village,Al-Khalis,Diyala,383_Hawaish Village
384,28427,1,cluster_location_id_384,Hawari new,Kifri,Diyala,384_Hawari new
385,25032,1,cluster_location_id_385,Hibhib-Al Askary Qtr,Al-Khalis,Diyala,385_Hibhib-Al Askary Qtr
386,25027,1,cluster_location_id_386,Hibhib-Al Asry Qtr,Al-Khalis,Diyala,386_Hibhib-Al Asry Qtr
387,25036,1,cluster_location_id_387,Hibhib-Al Shohadaa Qtr,Al-Khalis,Diyala,387_Hibhib-Al Shohadaa Qtr
388,24312,1,cluster_location_id_388,Imam Abass Qtr,Khanaqin,Diyala,388_Imam Abass Qtr
389,11425,1,cluster_location_id_389,Jadidat Al Shat village,Al-Khalis,Diyala,389_Jadidat Al Shat village
390,10666,1,cluster_location_id_390,Jibraoh village,Khanaqin,Diyala,390_Jibraoh village
391,3903,1,cluster_location_id_391,Kulajo,Kifri,Diyala,391_Kulajo
392,28424,1,cluster_location_id_392,mamostayan,Kifri,Diyala,392_mamostayan
393,10445,1,cluster_location_id_393,Markaz Hibhib,Al-Khalis,Diyala,393_Markaz Hibhib
394,25429,1,cluster_location_id_394,Markaz Jabara,Kifri,Diyala,394_Markaz Jabara
395,24351,1,cluster_location_id_395,Mazrah Qtr,Khanaqin,Diyala,395_Mazrah Qtr
396,25682,1,cluster_location_id_396,Mohammed Ali Village,Al-Khalis,Diyala,396_Mohammed Ali Village
397,29630,1,cluster_location_id_397,Murjana village,Khanaqin,Diyala,397_Murjana village
398,25948,1,cluster_location_id_398,Nofal village,Al-Muqdadiya,Diyala,398_Nofal village
399,10592,1,cluster_location_id_399,Qaratappa,Kifri,Diyala,399_Qaratappa
400,28430,1,cluster_location_id_400,raparin,Kifri,Diyala,400_raparin
401,25247,1,cluster_location_id_401,Rapren-1 Qtr,Khanaqin,Diyala,401_Rapren-1 Qtr
402,28428,1,cluster_location_id_402,rezgari,Kifri,Diyala,402_rezgari
403,10403,1,cluster_location_id_403,Salih Agha village,Khanaqin,Diyala,403_Salih Agha village
404,31930,1,cluster_location_id_404,Sangaw,Kifri,Diyala,404_Sangaw
405,11023,1,cluster_location_id_405,sar qala,Kifri,Diyala,405_sar qala
406,25042,1,cluster_location_id_406,Sesbana Village,Baquba,Diyala,406_Sesbana Village
407,33394,1,cluster_location_id_407,shahidan,Kifri,Diyala,407_shahidan
408,26115,1,cluster_location_id_408,Shak Al Rak Village,Al-Muqdadiya,Diyala,408_Shak Al Rak Village
409,6161,1,cluster_location_id_409,Shakal,Kifri,Diyala,409_Shakal
410,6000,1,cluster_location_id_410,Shaykh Lankar,Kifri,Diyala,410_Shaykh Lankar
411,28429,1,cluster_location_id_411,shoresh,Kifri,Diyala,411_shoresh
412,25669,1,cluster_location_id_412,Somair village,Al-Khalis,Diyala,412_Somair village
413,11047,1,cluster_location_id_413,Tula Frosh Qtr,Khanaqin,Diyala,413_Tula Frosh Qtr
414,24914,1,cluster_location_id_414,Um Al Edam Village,Baquba,Diyala,414_Um Al Edam Village
415,11270,1,cluster_location_id_415,Um al Hawali village,Al-Khalis,Diyala,415_Um al Hawali village
416,24393,1,cluster_location_id_416,Zurab village,Khanaqin,Diyala,416_Zurab village
417,32031,1,cluster_location_id_417,Abasiya Sector,Zakho,Duhok,417_Abasiya Sector
418,106,1,cluster_location_id_418,Al-Amen,Zakho,Duhok,418_Al-Amen
419,8171,1,cluster_location_id_419,Aradin,Al-Amadiya,Duhok,419_Aradin
420,32024,1,cluster_location_id_420,Ashe Chami Sector,Zakho,Duhok,420_Ashe Chami Sector
421,25898,1,cluster_location_id_421,Avrike,Duhok,Duhok,421_Avrike
422,24800,1,cluster_location_id_422,Avro City,Sumail,Duhok,422_Avro City
423,8687,1,cluster_location_id_423,Bablu,Duhok,Duhok,423_Bablu
424,8044,1,cluster_location_id_424,Bajit Kandala,Sumail,Duhok,424_Bajit Kandala
425,7945,1,cluster_location_id_425,Baroshke,Duhok,Duhok,425_Baroshke
426,32027,1,cluster_location_id_426,Bedar Sector,Zakho,Duhok,426_Bedar Sector
427,7896,1,cluster_location_id_427,Benata,Al-Amadiya,Duhok,427_Benata
428,26052,1,cluster_location_id_428,Bintika,Duhok,Duhok,428_Bintika
429,26047,1,cluster_location_id_429,Botan,Duhok,Duhok,429_Botan
430,7770,1,cluster_location_id_430,Chamanke,Al-Amadiya,Duhok,430_Chamanke
431,25992,1,cluster_location_id_431,Diraboon,Zakho,Duhok,431_Diraboon
432,7949,1,cluster_location_id_432,Eminke,Duhok,Duhok,432_Eminke
433,24628,1,cluster_location_id_433,Etit,Duhok,Duhok,433_Etit
434,32032,1,cluster_location_id_434,Firqa Sector,Zakho,Duhok,434_Firqa Sector
435,23620,1,cluster_location_id_435,Fishkhaboor,Zakho,Duhok,435_Fishkhaboor
436,23711,1,cluster_location_id_436,Gali Dohuk,Duhok,Duhok,436_Gali Dohuk
437,23903,1,cluster_location_id_437,Kaniya Mala,Al-Amadiya,Duhok,437_Kaniya Mala
438,29614,1,cluster_location_id_438,Kar City,Sumail,Duhok,438_Kar City
439,21509,1,cluster_location_id_439,Kari Basi,Duhok,Duhok,439_Kari Basi
440,8800,1,cluster_location_id_440,Kherava,Sumail,Duhok,440_Kherava
441,32028,1,cluster_location_id_441,Khrababka Sector,Zakho,Duhok,441_Khrababka Sector
442,32033,1,cluster_location_id_442,Kochka Honari,Zakho,Duhok,442_Kochka Honari
443,24092,1,cluster_location_id_443,Masik-1,Duhok,Duhok,443_Masik-1
444,8873,1,cluster_location_id_444,Misereek,Sumail,Duhok,444_Misereek
445,7768,1,cluster_location_id_445,Mizi Village,Al-Amadiya,Duhok,445_Mizi Village
446,25622,1,cluster_location_id_446,Moaskar Domiz,Sumail,Duhok,446_Moaskar Domiz
447,27120,1,cluster_location_id_447,Nahla Area,Al-Amadiya,Duhok,447_Nahla Area
448,27124,1,cluster_location_id_448,New Zinya,Sumail,Duhok,448_New Zinya
449,27125,1,cluster_location_id_449,Old Qasr Yazddin,Sumail,Duhok,449_Old Qasr Yazddin
450,7862,1,cluster_location_id_450,Qadish Collective,Al-Amadiya,Duhok,450_Qadish Collective
451,8620,1,cluster_location_id_451,Qarawla,Zakho,Duhok,451_Qarawla
452,32029,1,cluster_location_id_452,Rkawa Sector,Zakho,Duhok,452_Rkawa Sector
453,7835,1,cluster_location_id_453,Sarsink,Al-Amadiya,Duhok,453_Sarsink
454,7989,1,cluster_location_id_454,Seje,Sumail,Duhok,454_Seje
455,32030,1,cluster_location_id_455,Shabaniya Sector,Zakho,Duhok,455_Shabaniya Sector
456,8369,1,cluster_location_id_456,Shariya,Sumail,Duhok,456_Shariya
457,21971,1,cluster_location_id_457,Shorash (Al Jamyah),Duhok,Duhok,457_Shorash (Al Jamyah)
458,7867,1,cluster_location_id_458,Sikreen,Al-Amadiya,Duhok,458_Sikreen
459,8335,1,cluster_location_id_459,Spindare,Al-Amadiya,Duhok,459_Spindare
460,24596,1,cluster_location_id_460,Tanahi,Sumail,Duhok,460_Tanahi
461,8867,1,cluster_location_id_461,Zeri Land,Duhok,Duhok,461_Zeri Land
462,24186,1,cluster_location_id_462,Zirka,Duhok,Duhok,462_Zirka
463,20980,1,cluster_location_id_463,Ainkawa(108),Erbil,Erbil,463_Ainkawa(108)
464,13685,1,cluster_location_id_464,Andazyaran,Erbil,Erbil,464_Andazyaran
465,24484,1,cluster_location_id_465,Armota,Koysinjaq,Erbil,465_Armota
466,24598,1,cluster_location_id_466,Azady,Koysinjaq,Erbil,466_Azady
467,12371,1,cluster_location_id_467,Bayizagha,Koysinjaq,Erbil,467_Bayizagha
468,24597,1,cluster_location_id_468,Bazar koya(Bafri qndeel),Koysinjaq,Erbil,468_Bazar koya(Bafri qndeel)
469,23713,1,cluster_location_id_469,Betrma,Shaqlawa,Erbil,469_Betrma
470,13500,1,cluster_location_id_470,Bndiyan,Makhmour,Erbil,470_Bndiyan
471,33846,1,cluster_location_id_471,Darmenawa,Makhmour,Erbil,471_Darmenawa
472,31780,1,cluster_location_id_472,Delzyan,Rawanduz,Erbil,472_Delzyan
473,12512,1,cluster_location_id_473,Gardahara,Makhmour,Erbil,473_Gardahara
474,13352,1,cluster_location_id_474,Gwer,Makhmour,Erbil,474_Gwer
475,27200,1,cluster_location_id_475,Hamya,Rawanduz,Erbil,475_Hamya
476,25973,1,cluster_location_id_476,Harem,Erbil,Erbil,476_Harem
477,12172,1,cluster_location_id_477,Harir,Shaqlawa,Erbil,477_Harir
478,13372,1,cluster_location_id_478,Harir-Batas,Shaqlawa,Erbil,478_Harir-Batas
479,20790,1,cluster_location_id_479,Havalan,Erbil,Erbil,479_Havalan
480,27198,1,cluster_location_id_480,Hay mameel al qeer,Rawanduz,Erbil,480_Hay mameel al qeer
481,12079,1,cluster_location_id_481,Hiran,Shaqlawa,Erbil,481_Hiran
482,12461,1,cluster_location_id_482,Jarallah,Makhmour,Erbil,482_Jarallah
483,25727,1,cluster_location_id_483,Kani Qarzhala,Erbil,Erbil,483_Kani Qarzhala
484,25630,1,cluster_location_id_484,Kawa Collective,Erbil,Erbil,484_Kawa Collective
485,27199,1,cluster_location_id_485,kawrarash,Rawanduz,Erbil,485_kawrarash
486,12277,1,cluster_location_id_486,Khalifan(center),Rawanduz,Erbil,486_Khalifan(center)
487,13501,1,cluster_location_id_487,Kurdistan,Makhmour,Erbil,487_Kurdistan
488,12826,1,cluster_location_id_488,Mamzawa,Erbil,Erbil,488_Mamzawa
489,27225,1,cluster_location_id_489,Markaz Mergasur,Rawanduz,Erbil,489_Markaz Mergasur
490,33878,1,cluster_location_id_490,Mizori,Erbil,Erbil,490_Mizori
491,27222,1,cluster_location_id_491,Nawdaran,Koysinjaq,Erbil,491_Nawdaran
492,33883,1,cluster_location_id_492,Nazimawa,Erbil,Erbil,492_Nazimawa
493,13516,1,cluster_location_id_493,Qabr Alsyd,Makhmour,Erbil,493_Qabr Alsyd
494,23280,1,cluster_location_id_494,Qalat,Koysinjaq,Erbil,494_Qalat
495,22976,1,cluster_location_id_495,Qalat,Makhmour,Erbil,495_Qalat
496,12597,1,cluster_location_id_496,Rawanduz District,Rawanduz,Erbil,496_Rawanduz District
497,21899,1,cluster_location_id_497,Rizgari,Erbil,Erbil,497_Rizgari
498,20997,1,cluster_location_id_498,Runaki,Erbil,Erbil,498_Runaki
499,23698,1,cluster_location_id_499,Sabirawa,Shaqlawa,Erbil,499_Sabirawa
500,23741,1,cluster_location_id_500,Safeen,Shaqlawa,Erbil,500_Safeen
501,33885,1,cluster_location_id_501,Sarbasti,Koysinjaq,Erbil,501_Sarbasti
502,12948,1,cluster_location_id_502,Sarmidan-1(Ashti),Shaqlawa,Erbil,502_Sarmidan-1(Ashti)
503,23742,1,cluster_location_id_503,Shahedan,Shaqlawa,Erbil,503_Shahedan
504,13674,1,cluster_location_id_504,Shahidan,Makhmour,Erbil,504_Shahidan
505,13675,1,cluster_location_id_505,Sherwany,Makhmour,Erbil,505_Sherwany
506,27214,1,cluster_location_id_506,Shorsh(Malayan),Erbil,Erbil,506_Shorsh(Malayan)
507,13141,1,cluster_location_id_507,Soran District,Rawanduz,Erbil,507_Soran District
508,12957,1,cluster_location_id_508,Spigra,Shaqlawa,Erbil,508_Spigra
509,11887,1,cluster_location_id_509,Taqtaq,Koysinjaq,Erbil,509_Taqtaq
510,24308,1,cluster_location_id_510,Zaiton Collective,Erbil,Erbil,510_Zaiton Collective
511,32057,1,cluster_location_id_511,Abu Tharr complex,Kerbela,Kerbala,511_Abu Tharr complex
512,26060,1,cluster_location_id_512,Al Ameshea 2,Kerbela,Kerbala,512_Al Ameshea 2
513,25061,1,cluster_location_id_513,Al Hurr Al Sager,Kerbela,Kerbala,513_Al Hurr Al Sager
514,14324,1,cluster_location_id_514,Al Muamnen(Elegal),Kerbela,Kerbala,514_Al Muamnen(Elegal)
515,25358,1,cluster_location_id_515,Al Salam-1,Kerbela,Kerbala,515_Al Salam-1
516,25262,1,cluster_location_id_516,Al Zohor,Kerbela,Kerbala,516_Al Zohor
517,14167,1,cluster_location_id_517,Al-Abrahmeiah (Al hafed),Kerbela,Kerbala,517_Al-Abrahmeiah (Al hafed)
518,24285,1,cluster_location_id_518,Al-Safiya 2,Kerbela,Kerbala,518_Al-Safiya 2
519,14037,1,cluster_location_id_519,Al-zabaylah,Kerbela,Kerbala,519_Al-zabaylah
520,25780,1,cluster_location_id_520,Hay Al-Naser14,Kerbela,Kerbala,520_Hay Al-Naser14
