list_name,name,label::English,label::Arabic,filter,,,,,,,,,,,,,,,,,,,,,
health_barriers,distance_to_treatmentcenter,The treatment center was too far away / Transportation constraints,كان مركز العلاج بعيدا جدا / قيود النقل,,,,,,,,,,,,,,,,,,,,,,
health_barriers,refused_treatment,Medical staff refused treatment without any explanation,رفض الطاقم الطبي العلاج دون أي تفسير,,,,,,,,,,,,,,,,,,,,,,
health_barriers,no_medicine,No medicine available at health facility / pharmacy,لا يوجد دواء متوفر في المنشأة الصحية / الصيدلية,,,,,,,,,,,,,,,,,,,,,,
health_barriers,no_offered_treatment,No treatment available for my disease at the health facility,لا يوجد علاج متوفر لمرضي في المنشأة الصحية,,,,,,,,,,,,,,,,,,,,,,
health_barriers,not_inclusive,Health services not inclusive of people with disabilities,الخدمات الصحية لا تشمل الأشخاص ذوي الإعاقة,,,,,,,,,,,,,,,,,,,,,,
health_barriers,no_fem_staff,Lack of female health staff,عدم وجود كادر طبي نسائي,,,,,,,,,,,,,,,,,,,,,,
health_events,conflict_related,"Conflict-related injury (gunshot, mines, shrapnel, etc.)","الإصابات المرتبطة بالنزاع (أعيرة نارية ، ألغام ، شظايا ، إلخ)",,,,,,,,,,,,,,,,,,,,,,
health_events,communicable,"Communicable disease (vaccine-preventable, water-borne, vector-borne, food-borne)","الأمراض السارية (التي يمكن الوقاية منها باللقاح ، والتي تنقلها المياه ، والتي تحملها ناقلات الأمراض ، والتي تنقلها الأغذية)",,,,,,,,,,,,,,,,,,,,,,
health_events,chronic,"Chronic health condition (heart disease, hypertension, blood disease, cancer, lung disease, diabetes, renal diseases)",الحالة الصحية المزمنة (أمراض القلب والسرطان وأمراض الرئة والسكري وأمراض الكلى),,,,,,,,,,,,,,,,,,,,,,
health_events,other,Other health issue (specify),مشكلة صحية أخرى (حدد),,,,,,,,,,,,,,,,,,,,,,
health_events,none,None,لاشيئ,,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,school_closed,"School stopped functioning and is now closed (Examples include: Occupied by armed forces, Partially damaged, Totally damaged, Occupied by displaced persons, Lack of students)","توقفت المدرسة عن العمل وهي الآن مغلقة (من الأمثلة على ذلك: مشغولة من قبل القوات المسلحة ، متضررة جزئيًا ، متضررة تمامًا ، مشغولة من قبل النازحين ، قلة الطلاب)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,not_safe,"Going or attending school is not safe (Examples include: it is unsafe to travel or go to school, Fear of recruitment in/on way to school, Fear of bombing, Fear of violence against children at school (corporal punishment, harassment by teachers and other students, bullying, etc.), Fear of abduction in/on way to school)","الذهاب إلى المدرسة أو الدوام فيها غير آمن (تشمل الأمثلة ما يلي: من غير الآمن السفر أو الذهاب إلى المدرسة ، الخوف من التجنيد في / في الطريق إلى المدرسة ، الخوف من القصف ، الخوف من العنف ضد الأطفال في المدرسة (العقاب البدني ، التحرش من قبل المعلمين و الطلاب الآخرين ، البلطجة او التنمّر ، وما إلى ذلك) ، الخوف من الاختطاف في / في الطريق إلى المدرسة)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,cannot_afford,"We can’t afford to pay for the school related expenses (Examples include: Cannot afford to pay for the school fees (e.g. school supplies, tuition, textbook, food, uniforms, etc.), Cannot afford to pay for transport)","لا يمكننا تحمل نفقات المصاريف ذات الصلة بالمدرسة (تشمل الأمثلة: لا يمكننا دفع الرسوم المدرسية (مثل اللوازم المدرسية ، الرسوم الدراسية ، الكتب المدرسية ، الغذاء ، الزي الرسمي ، إلخ) ، لا يمكننا دفع تكاليف النقل)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,impossible_to_enrol,"We are not able to register or enrol our children in the school (Examples include: Recent or continuous movement to different locations, Newly arrived at location and have yet to enrol/register, Unable to enrol school due to discrimination, Poor performance/dismissed)","لا يمكننا تسجيل أطفالنا في المدرسة (تشمل الأمثلة: عدم وجود وثائق لتسجيل الأطفال أو الانتقال حديثًا أو تنقل متواصل إلى مواقع مختلفة ، الوصول حديثًا إلى الموقع ولم يتم التسجيل حتى الآن ، غير قادر على تسجيل المدرسة بسبب التمييز ، الأداء الضعيف / المرفوض)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,cannot_go_physically,"Our children can’t physically go to the school (Examples include: Disability (of child), Traumatization (of child), School is too far away, No transport available to bring to school, No fuel available to bring to school, Child ill, disabled or unhealthy, Child is too young)","لا يمكن لأطفالنا الذهاب إلى المدرسة جسديًا (من الأمثلة على ذلك: الإعاقة (الطفل) ، والصدمة النفسية (الطفل) ، والمدرسة بعيدة جدًا ، ولا توجد وسائل نقل متاحة لإحضارها إلى المدرسة ، ولا يوجد وقود متاح لإحضاره إلى المدرسة ، أو مرض طفل ، معاق أو غير صحي ، الطفل صغير جدًا)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,overcrowded,School and classes are overcrowded,ازدحام المدرسة والفصول,,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,lack_of_staff,"Lack of staff to run the school (Examples include: Lack of teachers, Lack of skilled/trained teachers, Lack of gender appropriate teachers/staff)","قلة عدد الموظفين الذين يديرون المدرسة (تشمل الأمثلة: قلة المعلمين ، قلة المدرسين  / المدربين ، قلة المعلمين / الموظفين المناسبين لنوع الجنس)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,poor_infrastructure,"The school infrastructure is poor (Examples include: The schools building is in poor condition (e.g. lack of furniture, no electricity, water leaks, poor latrines, poor amenities, etc.), The WASH facilities are in poor conditions (latrines maintenance, smell, lightning, gender segregation, etc.)","البنية التحتية للمدرسة سيئة (تشمل الأمثلة ما يلي: بناء المدارس في حالة سيئة (على سبيل المثال نقص الأثاث ، عدم وجود الكهرباء ، تسرب المياه ، المرافق السيئة ، إلخ) ، مرافق المياه والصرف الصحي في حالة سيئة (صيانة المراحيض ، الرائحة ،الانارة ، الفصل بين الجنسين ، وما إلى ذلك)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,curriculum,The curriculum and teaching are not adapted for our children (Examples include: Curriculum is not appropriate; Language is not appropriate),لا يتم تكييف المناهج والتدريس مع أطفالنا (تشمل الأمثلة: المناهج الدراسية غير مناسبة ؛ اللغة غير مناسبة),,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,children_working,"Our children are busy working or supporting the household (Examples include: Children need to stay at home and assist the family with household chores or contribute to HH income, Early marriage)",ينشغل أطفالنا في العمل أو دعم الأسرة (تشمل الأمثلة ما يلي: يحتاج الأطفال إلى البقاء في المنزل ومساعدة الأسرة في أداء الأعمال المنزلية أو المساهمة في دخل الاسرة و الزواج المبكر),,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,parental_refusal,"Parental refusal to send children to school (Examples include: Customs/tradition, Don't believe schooling is necessary/do not consider education important, Missed too much school to make up, Children shouldn't get western education)","رفض الوالدين إرسال الأطفال إلى المدرسة (من الأمثلة على ذلك: العادات / التقاليد ، لا تعتقد أن التعليم ضروري / لا تعتبر التعليم مهمًا ، فُقدان الكثير من التعليم في المدارس لتعويضه ، ويجب ألا يحصل الأطفال على التعليم الغربي)",,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,uninterested,Lack of interest of children in education.,عدم اهتمام الأطفال بالتعليم.,,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,lack_doc,Lack of valid documentation.,عدم وجود وثائق نافذة او صالحة,,,,,,,,,,,,,,,,,,,,,,
reasons_not_attend,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,increased_competition,Increased competition for jobs; not enough jobs for everyone,زيادة المنافسة على الوظائف / لا توجد وظائف كافية للجميع,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,jobs_far,Available jobs are too far away,الوظائف المتاحة بعيدة جدا,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,only_low_available,"Only low-skilled, socially degrading or low-paid jobs are available","توافر وظائف منخفضة المهارات فقط، أو المهينة اجتماعيا أو المنخفضة في الاجر",,,,,,,,,,,,,,,,,,,,,,
employment_barriers,underqualified_for_jobs,Underqualified for available jobs,غير مؤهل للوظائف المتاحة,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,lack_of_connections,Lack of family/personal connections,عدم وجود اتصالات عائلية / شخصية ( معارف او واسطات),,,,,,,,,,,,,,,,,,,,,,
employment_barriers,lack_jobs_women,Lack of livelihood and employment opportunities for women,عدم وجود فرص عمل او معيشية للنساء,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,none,None,لم تكن هناك صعوبات,,,,,,,,,,,,,,,,,,,,,,
employment_barriers,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
intentions12,current,Remain in the location,البقاء في المكان,,,,,,,,,,,,,,,,,,,,,,
intentions12,return,Return to area of origin,العودة الى منطقة الاصل,,,,,,,,,,,,,,,,,,,,,,
intentions12,move_iraq,Move to another location - inside Iraq,الانتقال الى مكان آخر ( داخل العراق),,,,,,,,,,,,,,,,,,,,,,
intentions12,move_other,Move to another location - outside Iraq,الانتقال الى مكان آخر ( خارج العراق),,,,,,,,,,,,,,,,,,,,,,
intentions12,dnk,Do not know - waiting to make a decision,لا أعلم – الأنتظار حتى اتخاذ القرار,,,,,,,,,,,,,,,,,,,,,,
ynd1,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
ynd1,no,No,كلا,,,,,,,,,,,,,,,,,,,,,,
ynd1,decline_to_answer,Decline to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
yn,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
yn,no,No,كلا,,,,,,,,,,,,,,,,,,,,,,
frequency,rarely,Rarely (1-2 times),نادرا ( مرة / مرتين),,,,,,,,,,,,,,,,,,,,,,
frequency,sometimes,Sometimes (3-10 times),احيانا ( 3-10) مرات,,,,,,,,,,,,,,,,,,,,,,
frequency,often,Often (10+ times),غالبا ( اكثر من 10 مرات),,,,,,,,,,,,,,,,,,,,,,
shelter_better,protec_hazards,"Protection from hazards  (contamination from explosive hazards, land at risk of flooding or landslides, solid waste dumping site, fire risks, etc.)","الحماية من الأخطار (التلوث من مخلفات الحرب القابلة للانفجار ، الأراضي المعرضة لخطر الفيضانات أو الانهيارات الأرضية ، موقع التخلص من النفايات الصلبة ، مخاطر الحريق ، إلخ.)",,,,,,,,,,,,,,,,,,,,,,
shelter_better,improve_safety,"Improve safety and security (shelter located in an insecure/ isolated area, shelter not solid enough to offer protection from intruders, not fenced, etc.)","تحسين السلامة والأمن (المأوى الموجود في منطقة غير آمنة / معزولة ، والمأوى ليس قويا بما فيه الكفاية لتوفير الحماية من المتطفلين ، وليس المسيّج ، ضمان امتلاك المسكن ، الخ)",,,,,,,,,,,,,,,,,,,,,,
shelter_better,improve_privacy,"Improve privacy and dignity (no separate rooms, not enough space, shared facilities such as toilets & showers, low/high ceilings, lack of ventilation, lack of natural lighting)","تحسين الخصوصية والكرامة (لا توجد غرف منفصلة ، لا توجد مساحة كافية ، مرافق مشتركة مثل المراحيض والاستحمام ، السقوف المنخفضة / العالية ، قلة التهوية ، قلة الإضاءة الطبيعية)",,,,,,,,,,,,,,,,,,,,,,
shelter_better,protect_climate,"Protect from climatic conditions (leaking roof, floor not insulated, opening on the walls, broken windows, lack of ventilation, missing heating system, etc.)","حماية من الظروف المناخية (تسريب السطح ، الأرضية غير معزولة ، الفتحة على الجدران ، النوافذ المكسورة ، قلة التهوية ، نظام التدفئة المفقود ، الخ.)",,,,,,,,,,,,,,,,,,,,,,
shelter_better,none,No improvements needed (my shelter is good as it is),لا حاجة إلى تحسينات (المأوى الخاص بي جيد كما هو),,,,,,,,,,,,,,,,,,,,,,
shelter_better,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
info_mode,direct_obs,Direct observation,من خلال الملاحظة المباشرة,,,,,,,,,,,,,,,,,,,,,,
info_mode,face_cmmunic,Face-to-face communication (e.g. from friends),اتصال مباشر وجهاً لوجه ( من الاصدقاء او العائلة مثلاً),,,,,,,,,,,,,,,,,,,,,,
info_mode,television,Television,من التلفاز,,,,,,,,,,,,,,,,,,,,,,
info_mode,telephone,Telephone/mobile phone (Voice call),مكالمة صوتية من الموبايل,,,,,,,,,,,,,,,,,,,,,,
info_mode,mobile,Mobile phone (text SMS),رسائل نصية من الموبايل,,,,,,,,,,,,,,,,,,,,,,
info_mode,facebook_app,Facebook (app),تطبيق فيسبوك,,,,,,,,,,,,,,,,,,,,,,
info_mode,facebook_messenger,Facebook (messenger),تطبيق فيسبوك ماسنجر,,,,,,,,,,,,,,,,,,,,,,
info_mode,whatsapp,Whatsapp,واتساب,,,,,,,,,,,,,,,,,,,,,,
info_mode,viber,Viber,فايبر,,,,,,,,,,,,,,,,,,,,,,
info_mode,other_social,"Other social networks (Skype, instagram, twitter)","شبكات التواصل الاجتماعي الاخرى( سكايب، فايبر، انستغرام، تويتر)",,,,,,,,,,,,,,,,,,,,,,
info_mode,notice_board,Notice boards and posters,لوحة اعلانات وملصقات,,,,,,,,,,,,,,,,,,,,,,
info_mode,newspapers,Newspapers and magazines,الجرائد والمجلات,,,,,,,,,,,,,,,,,,,,,,
info_mode,leaflet,Printed leaflet,نشرات مطبوعة,,,,,,,,,,,,,,,,,,,,,,
info_mode,loud_speakers,Loud speakers,مكبرات الصوت,,,,,,,,,,,,,,,,,,,,,,
info_mode,radio,Radio,الراديو,,,,,,,,,,,,,,,,,,,,,,
info_mode,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
aid_type,cash,Cash,مال / نقود,,,,,,,,,,,,,,,,,,,,,,
aid_type,food,Food,غذاء,,,,,,,,,,,,,,,,,,,,,,
aid_type,water,Water,ماء,,,,,,,,,,,,,,,,,,,,,,
aid_type,fuel,Fuel,وقود,,,,,,,,,,,,,,,,,,,,,,
aid_type,shelter,Shelter,مسكن,,,,,,,,,,,,,,,,,,,,,,
aid_type,seasonal_items,Seasonal items,مواد موسمية,,,,,,,,,,,,,,,,,,,,,,
aid_type,healthcare,Health services,الرعاية صحية,,,,,,,,,,,,,,,,,,,,,,
aid_type,other_nfi,Other non-food items,مواد غير غذائية اخرى,,,,,,,,,,,,,,,,,,,,,,
aid_type,education,Education Services,خدمات تعليمية,,,,,,,,,,,,,,,,,,,,,,
aid_type,protection,Protection services (legal assistance; psycho-social support; GBV services; child protection services; explosive hazard risk education),خدمات الحماية (المساعدة القانونية ؛ الدعم النفسي-الاجتماعي ؛ خدمات العنف المبني على النوع الاجتماعي ؛ خدمات حماية الطفل ؛ التثقيف حول مخاطر المتفجرات),,,,,,,,,,,,,,,,,,,,,,
aid_not_satisfied,quality,Quality not good enough,النوعية ليست جيدة بما فيه الكفاية,,,,,,,,,,,,,,,,,,,,,,
aid_not_satisfied,quantity,Quantity not enough,الكمية غير كافية,,,,,,,,,,,,,,,,,,,,,,
aid_not_satisfied,delays,Delays in delivery of aid,التأخير في تسليم المساعدة,,,,,,,,,,,,,,,,,,,,,,
aid_not_satisfied,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,causes,Causes,اسباب الفيروس,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,signs,Signs and symptoms,العلامات والأعراض,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,prevention,Prevention measures,تدابير الوقاية,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,treatment,Treatment options,خيارات العلاج,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,consequences,Health consequences of contracting COVID-19,العواقب الصحية عند الاصابة بالفيروس COVID-19,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
covid_info_type,do_not_know,Don't know  ,لا أعلم,,,,,,,,,,,,,,,,,,,,,,
disabilities,no_difficulty,No difficulty,لا توجد صعوبات,,,,,,,,,,,,,,,,,,,,,,
disabilities,some_difficulty,Some difficulty,بعض من الصعوبة,,,,,,,,,,,,,,,,,,,,,,
disabilities,a_difficulty,A lot of difficulty,الكثير من الصعوبة,,,,,,,,,,,,,,,,,,,,,,
disabilities,cannot_all,Cannot do at all,لا يستطيع القيام بها على الاطلاق,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,facilities,Latrines and bathing facilities,المراحيض ومرافق الاستحمام,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,markets,Markets,الأسواق,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,distribution_areas,Distribution areas,مناطق التوزيع,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,water_points,Water points,نقاط المياه,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,social_areas,Social / community areas,المناطق الاجتماعية او الجماعية,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,way_to_school,On their way to school,في الطريق الى المدرسة,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,way_to_centers,On their way to women community centers / health centers,في طريقهم إلى المراكز المجتمعية النسائية / المراكز الصحية,,,,,,,,,,,,,,,,,,,,,,
unsafe_areas,do_not_know,Do not know,لا أعلم,,,,,,,,,,,,,,,,,,,,,,
info_aid,safety,Safety and security,الامن والامان,,,,,,,,,,,,,,,,,,,,,,
info_aid,housing,Status of housing,وضع المنزل,,,,,,,,,,,,,,,,,,,,,,
info_aid,livelihoods,Livelihoods,الحياة المعيشية,,,,,,,,,,,,,,,,,,,,,,
info_aid,water,Water services,خدمات المياه,,,,,,,,,,,,,,,,,,,,,,
info_aid,electricity,Electricity services,خدمات الكهرباء,,,,,,,,,,,,,,,,,,,,,,
info_aid,education,Education,التعليم,,,,,,,,,,,,,,,,,,,,,,
info_aid,healthcare,Healthcare,الرعاية الصحية,,,,,,,,,,,,,,,,,,,,,,
info_aid,aid,Humanitarian assistance,المساعدات الانسانية,,,,,,,,,,,,,,,,,,,,,,
info_aid,legal,Legal services,خدمات قانونية,,,,,,,,,,,,,,,,,,,,,,
info_aid,property,"House, land and property services",خدمات الاسكان والاراضي والممتلكات,,,,,,,,,,,,,,,,,,,,,,
info_aid,uxo,"Explosive hazards clearance (mines, bombs, IEDs)",إزالة مخاطر المتفجرات (الألغام والقنابل والعبوات الناسفة),,,,,,,,,,,,,,,,,,,,,,
info_aid,documentation,Renewing official documentation,تجديد الوثائق الرسمية,,,,,,,,,,,,,,,,,,,,,,
info_aid,none,I do not want to receive information,لا أريد تلقي المعلومات,,,,,,,,,,,,,,,,,,,,,,
info_aid,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,friends,Friends and family,الأصدقاء والعائلة,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,local_authorities,Local authorities,السلطات المحلية,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,national_authorities,National authorities,السلطات الوطنية,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,ngo,NGO&humanitarian actors,المنظمات غير الحكومية / الجهات الفاعلة الإنسانية,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,religious,Religious leaders,الزعماء الدينيين,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,mukhtars,Mukhtars,المخاتير,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,sector_leaders,Sector leaders,رؤساء القطاع,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,schools,Schools and community centres,المدارس والمراكز المجتمعية,,,,,,,,,,,,,,,,,,,,,,
info_provider_ret,other,Others,اخرى,,,,,,,,,,,,,,,,,,,,,,
info_provider,friends_in_aoo,Friends and family living in the AoO,الأصدقاء والعائلة الذين يعيشون في منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
info_provider,friends_visited_aoo,Friends and family that visited the AoO in the past 30 days,الأصدقاء والعائلة الذين زاروا منطقة الأصل في الثلاثين يومًا الماضية,,,,,,,,,,,,,,,,,,,,,,
info_provider,friends_not_been_in_aoo,Friends and family that have not been in the AoO,الأصدقاء والعائلة الذين لم يكونوا في منطقة الأصل,,,,,,,,,,,,,,,,,,,,,,
info_provider,local_authorities,Local authorities,السلطات المحلية,,,,,,,,,,,,,,,,,,,,,,
info_provider,national_authorities,National authorities,السلطات الوطنية,,,,,,,,,,,,,,,,,,,,,,
info_provider,ngo,NGO&humanitarian actors,المنظمات غير الحكومية / الجهات الفاعلة الإنسانية,,,,,,,,,,,,,,,,,,,,,,
info_provider,religious,Religious leaders,الزعماء الدينيين,,,,,,,,,,,,,,,,,,,,,,
info_provider,mukhtars,Mukhtars,المخاتير,,,,,,,,,,,,,,,,,,,,,,
info_provider,sector_leaders,Sector leaders,رؤساء القطاع,,,,,,,,,,,,,,,,,,,,,,
info_provider,schools,Schools and community centres,المدارس والمراكز المجتمعية,,,,,,,,,,,,,,,,,,,,,,
info_provider,other,Others,اخرى,,,,,,,,,,,,,,,,,,,,,,
property_damaged,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
property_damaged,no,No,كلا,,,,,,,,,,,,,,,,,,,,,,
property_damaged,not_own,I do not own property,ليست لدي اية ملكية,,,,,,,,,,,,,,,,,,,,,,
disciplinary_measures,explained,Explained why the child's behavior was wrong,ايضاح لماذا كان سلوك الطفل خاطئًا,,,,,,,,,,,,,,,,,,,,,,
disciplinary_measures,forbid_privileges,"Took away privileges, forbade something your child liked or did not allow him/her to leave the house",التخلّص من الامتيازات وحظر شيئًا يحبه طفلك أو عدم السماح له بمغادرة المنزل,,,,,,,,,,,,,,,,,,,,,,
disciplinary_measures,shouted,"Shouted, yelled or screamed at him/her",الصراخ او الصياح على الطفل,,,,,,,,,,,,,,,,,,,,,,
disciplinary_measures,spanked,"Spanked, hit or slapped him/her",الضرب او صفع الطفل,,,,,,,,,,,,,,,,,,,,,,
disciplinary_measures,no_answer,Prefer not to answer,افضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
ynd_doc,yes,"Yes, we have it, it is valid, and it is stored in a secure place","نعم ، لدينا ، وهي نافذة ، ويتم حفظها في مكان آمن",,,,,,,,,,,,,,,,,,,,,,
ynd_doc,no,"No, we don't have it, it is missing, confiscated, expired or invalid","لا ، ليس لدينا ، مفقودة ، مصادرة، منتهية الصلاحية أو غير نافذة",,,,,,,,,,,,,,,,,,,,,,
ynd_doc,dnt_know,Do not know / Decline to answer,لا أعرف / رفض الإجابة,,,,,,,,,,,,,,,,,,,,,,
ynd_covid,yes,"Yes, this restriction was exclusively related to the spread of COVID-19","نعم ، كان هذا التقييد مرتبطًا حصريًا بانتشار الفيروس COVID-19",,,,,,,,,,,,,,,,,,,,,,
ynd_covid,similar,"Yes, but we also experienced similar restrictions that were unrelated to the spread of COVID-19","نعم ، لكننا واجهنا أيضًا قيودًا مماثلة لم تكن ذات صلة بانتشار الفيروس COVID-19",,,,,,,,,,,,,,,,,,,,,,
ynd_covid,no,No,لا,,,,,,,,,,,,,,,,,,,,,,
ynd_covid,dnt_know,Don't know,لا أدري,,,,,,,,,,,,,,,,,,,,,,
ynd_covid,no_answer,Decline to answer,يرفض الإجابه,,,,,,,,,,,,,,,,,,,,,,
incident_gender,male,Male,ذكر,,,,,,,,,,,,,,,,,,,,,,
incident_gender,female,Female,انثى,,,,,,,,,,,,,,,,,,,,,,
incident_gender,both,Both Male and Female,كل من الذكور والإناث,,,,,,,,,,,,,,,,,,,,,,
incident_gender,no_answer,Prefer not to answer,افضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
satisfaction,very_satisfied,Very satisfied,راض جدا,,,,,,,,,,,,,,,,,,,,,,
satisfaction,satisfied,Satisfied,راض,,,,,,,,,,,,,,,,,,,,,,
satisfaction,unsatisfied,Unsatisfied,غير راضٍ,,,,,,,,,,,,,,,,,,,,,,
satisfaction,very_unsatisfied,Very unsatisfied,غير راض ابدا,,,,,,,,,,,,,,,,,,,,,,
satisfaction,dnt_know,Don't know,لا يعلم,,,,,,,,,,,,,,,,,,,,,,
cluster,33940,33940 (Amriyat Al-Fallujahsector 3),33940 (القطاع الثالث),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,107,107 (Al Amiriyah),107 (العامرية ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26088,26088 (Ahl Al-Ramadi 74),26088 (اهل الرمادي 74),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26092,26092 (Al-Amirya-Al Mouilha),26092 (المويلحة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33941,33941 (Amriyat Al-Fallujahsector 50),33941 (قطاع الخمسين),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26087,26087 (Al-Amirya-Albu Salman),26087 (البوسليمان),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26036,26036 (Al-Amirya-Albu Jasim),26036 (البوجاسم),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26085,26085 (Al-Amirya-Albu Jaber),26085 (البوجابر),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33939,33939 (Amriyat Al-Fallujah sector 4),33939 (القطاع الرابع),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26037,26037 (Al-Amirya-Albu Jwad),26037 (البوجواد),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,26091,26091 (Al-Amirya-Al Hmedin),26091 (الحميدين),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,318,318 (Albu Khanfar),318 (البوخنفر ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33780,33780 (Al-Bijara),33780 (البجارة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,22134,22134 (Albu Khalifa),22134 (البوخليفة ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,22606,22606 (Albu Shejel),22606 (البوشجل),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21201,21201 (Albu Shihab),21201 (البوشهاب),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33342,33342 (Hay Jbeal),33342 (حي جبيل),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,169,169 (Al Shurta),169 (حي الشرطة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21321,21321 (Al Daffar),21321 (الدفار),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,176,176 (Al-andalus),176 (حي الأندلس),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,148,148 (Al-waheda),148 (حي الوحدة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,125,125 (Hay Al Dhubbat),125 (حي الضباط),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,299,299 (Al-Julan),299 (الجولان),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33467,33467 (Hay Al Mansour Tawzi Al Jadeed),33467 (حي المنصور / التوزيع الجديد),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,324,324 (Albu Aifan),324 (البوعيفان),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23853,23853 (Hay Al-Madani),23853 (الحي المدني ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23792,23792 (Al Angaa),23792 (حي العنقاء),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,66,66 (Sadah),66 (قرية سعده),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23788,23788 (Hay Al Rashid),23788 (حي الرشيد),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,271,271 (Door Al-Sikak),271 (حي السكك),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23793,23793 (Hay Al Askary),23793 (حي العسكري),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23791,23791 (Al Nahda Al-Sharqiyah),23791 (حي النهضة الشرقية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,156,156 (Wazeeriya),156 (حي الوزيرية),al.anbar,,,,,,,,,,,,,,,,,,,,,
