list_name,name,label::English,label::Arabic,filter,,,,,,,,,,,,,,,,,,,,,
intention_nonidp,move_outside_iraq,Move to another location - outside Iraq,الانتقال الى مكان آخر ( خارج العراق),,,,,,,,,,,,,,,,,,,,,,
intention_nonidp,wait_to_decide,Do not know - waiting to make a decision,لا أعلم – الأنتظار حتى اتخاذ القرار,,,,,,,,,,,,,,,,,,,,,,
reasons_return,security_stable,Security situation in area of origin is stable,استقرار الوضع الامني في منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
reasons_return,uxo,Area of origin was cleared of explosive hazards,تم مسح المنطقة المنشأ من مواد التفجير,,,,,,,,,,,,,,,,,,,,,,
reasons_return,other_members_returned,Other family / community members have returned,افراد الاسرة او المجتمع الاخرون قد قاموا بالعودة الى منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
reasons_return,livelihood_availability_there,Livelihood options are available there,خيارات المعيشة متاحة هناك,,,,,,,,,,,,,,,,,,,,,,
reasons_return,lack_security_women,Lack of safety and security for women and girls,انعدام الامن والسلامة للنساء والفتيات,,,,,,,,,,,,,,,,,,,,,,
reasons_return,basic_services,"Basic services (water, electricity, health, education, etc.) are available in the area of origin",توافر الخدمات الرئيسية في منطقة المنشأ من مياه وكهرباء وصحة وتعليم وغيرها,,,,,,,,,,,,,,,,,,,,,,
reasons_return,emotional_desire,Emotional desire to return,الرغبة العاطفية بالعودة,,,,,,,,,,,,,,,,,,,,,,
reasons_return,secure_house_land,"Necessary to secure personal housing, land and property",ضرورة حماية المنزل الشخصي والارض والممتلكات,,,,,,,,,,,,,,,,,,,,,,
reasons_return,secure_civil_doc,Necessary to secure civil documentation,ضرورة تأمين الوثائق المدنية,,,,,,,,,,,,,,,,,,,,,,
reasons_return,limited_livelihoods_aod,Limited livelihood opportunities in area of displacement,محدودية فرص المعيشة الموجودة في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_return,limited_services,Limited services in area of displacement,خدمات محدودة في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_return,no_safe_aod,Do not feel safe in area of displacement,عدم الشعور بالأمان في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_return,no_integrated_aod,Do not feel integrated in the area of displacement,عدم الشعور بالإندماج في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_return,facing_eviction,Facing eviction in the area of displacement,مواجهة الاخلاء في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_return,forced_security,Forced to return by security actors or civilian authoritis,أُجبر على العودة من قبل الجهات الامنية او الحكومة المدنية,,,,,,,,,,,,,,,,,,,,,,
reasons_return,fam_released,Family member released from detention,خروج احد افراد العائلة من الاحتجاز او الحجز,,,,,,,,,,,,,,,,,,,,,,
reasons_return,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
reasons_return,decline_to_answer,Decline to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,fear_trauma,Security concerns: Fear/trauma associated with area of origin,مخاوف امنية: الخوف / الصدمة المرتبطة بالعودة الى منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,lack_of_security_forces,Security concerns: Lack of security forces,مخاوف امنية: نقص في القوات الامنية,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,presence_of_mines,"Security concerns: Presence of explosive hazards (mines, bombs, IEDs)",مخاوف أمنية: وجود مواد متفجرة وخطرة ( كالالغام والقنابل الغير متفجرة),,,,,,,,,,,,,,,,,,,,,,
reasons_displace,discrimination,Security concerns: Fear of discrimination,مخاوف امنية:الخوف من التمييز,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,lack_security_women,Lack of safety and security for women and girls,انعدام الامن والسلامة للنساء والفتيات,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,lack_court,Non-restoration of courts and/or civil registries in AoO,عدم اتاحة المحاكم و/او عدم اتاحة تسجيل الوثائق المدنية في منطقة الاصل,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,movement_restrictions,Movement restrictions (do not have proper paperwork to relocate),قيود في الحركة( لا املك الاوراق او الثبوتيات الكافية للنقل),,,,,,,,,,,,,,,,,,,,,,
reasons_displace,no_personal_id,No personal identification documents,لا توجد مستمسكات او وثائق شخصية,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,no_money_return,No financial means to restart,عدم وجود سيولة مالية للعودة والبدء من جديد,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,lack_livelihoods_aoo,Lack of livelihood/income generating activities in AoO,قلة في سبل كسب العيش / الأنشطة المدرة للدخل,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,house_damaged_destroyed,House I own in AoO has been damaged/destroyed,المنزل الذي نملكه في منطقة الاصل قد تضرر / تم تدميره,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,house_land_occupied,House/land I own in AoO is currently occupied,المنزل او الارض الذي نملكه في منطقة الاصل مسكون من قبل اشخاص,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,hh_assets_stolen_damaged,Household assets in AoO have been damaged/stolen,اغراض المنزل او الاثاث في منطقة الاصل قد تضرر او تمت سرقتها,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,local_markets_not_working,Local markets are not functioning,الاسواق المحلية لا تعمل,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,basic_services_not_enough,"Basic services in the area of origin are not enough/available (electricity, water, health)",عدم كفاية الخدمات الرئيسية في منطقة المنشأ من كهرباء وماء وصحة,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,lack_of_education_oppotunities,Lack of education opportunities for children in the area of origin,عدم توفر فرص التعليم للأطفال في المنطقة الأصلية,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,immediate_family_wont_return,Immediate family and network will not return,لن يعود اعضاء العائلة المباشرين او اي احد له صلة قرابة بالعائلة,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,children_enrolled_in_displacement,Children enrolled at school in the area of displacement,تم تسجيل الاطفال في مدارس منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,living_conditions_better,Living conditions are better in the area of displacement,ان الظروف المعيشية هي افضل في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,do_not_know,Do not know,لا اعلم,,,,,,,,,,,,,,,,,,,,,,
reasons_displace,decline_to_answer,Decline to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,fear_trauma,Security concerns: Fear/trauma associated with returning to place of origin,مخاوف امنية: الخوف / الصدمة المرتبطة بالعودة الى منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,lack_of_security_forces,Security concerns: Lack of security forces,مخاوف امنية: نقص في القوات الامنية,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,presence_of_mines,"Security concerns: Presence of explosive hazards (mines, bombs, IEDs)",مخاوف أمنية: وجود مواد متفجرة وخطرة ( كالالغام والقنابل الغير متفجرة),,,,,,,,,,,,,,,,,,,,,,
ox8ul79,discrimination,Security concerns: Fear of discrimination,مخاوف امنية:الخوف من التمييز,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,lack_security_women,Lack of safety and security for women and girls,انعدام الامن والسلامة للنساء والفتيات,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,lack_court,Non-restoration of courts and/or civil registries in AoO,عدم اتاحة المحاكم و/او عدم اتاحة تسجيل الوثائق المدنية في منطقة الاصل,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,movement_restrictions,Movement restrictions (do not have proper paperwork to relocate),قيود في الحركة( لا املك الاوراق او الثبوتيات الكافية للنقل),,,,,,,,,,,,,,,,,,,,,,
ox8ul79,no_personal_id,No personal identification documents,لا توجد مستمسكات او وثائق شخصية,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,no_transport_return,No transportation available to return home,عدم توفر المواصلات للعودة الى منطقة المنشأ,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,no_money_return,No financial means to return and restart,عدم وجود سيولة مالية للعودة والبدء من جديد,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,lack_livelihoods_aoo,Lack of livelihood/income generating activities in AoO,قلة في سبل كسب العيش / الأنشطة المدرة للدخل,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,house_damaged_destroyed,House I own in AoO has been damaged/destroyed,المنزل الذي نملكه في منطقة الاصل قد تضرر / تم تدميره,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,house_land_occupied,House/land I own in AoO is currently occupied,المنزل او الارض الذي نملكه في منطقة الاصل مسكون من قبل اشخاص,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,hh_assets_stolen_damaged,Household assets in AoO have been damaged/stolen,اغراض المنزل او الاثاث في منطقة الاصل قد تضرر او تمت سرقتها,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,local_markets_not_working,Local markets are not functioning,الاسواق المحلية لا تعمل,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,basic_services_not_enough,"Basic services in the area of origin are not enough/available (electricity, water, health)",عدم كفاية الخدمات الرئيسية في منطقة المنشأ من كهرباء وماء وصحة,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,lack_of_education_oppotunities,Lack of education opportunities for children in the area of origin,عدم توفر فرص التعليم للأطفال في المنطقة الأصلية,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,immediate_family_wont_return,Immediate family and network will not return,لن يعود اعضاء العائلة المباشرين او اي احد له صلة قرابة بالعائلة,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,health_conditions,Health condition does not allow me to leave the area of displacement,الوضع الصحي لا يسمح بمغادرة منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,children_enrolled_in_displacement,Children enrolled at school in the area of displacement,تم تسجيل الاطفال في مدارس منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,living_conditions_better,Living conditions are better in the area of displacement,ان الظروف المعيشية هي افضل في منطقة النزوح,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,do_not_know,Do not know,لا اعلم,,,,,,,,,,,,,,,,,,,,,,
ox8ul79,decline_to_answer,Decline to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
wgss,no_difficulty,No difficulty,لا توجد صعوبة,,,,,,,,,,,,,,,,,,,,,,
wgss,some_difficulty,"Yes, some difficulty","نعم، بعض من الصعوبة",,,,,,,,,,,,,,,,,,,,,,
wgss,a_lot_of_difficulty,"Yes, a lot of difficulty","نعم، صعوبة كبيرة",,,,,,,,,,,,,,,,,,,,,,
wgss,cannot_do_at_all,Cannot do at all,لا يستطيع القيام بذلك اطلاقاً,,,,,,,,,,,,,,,,,,,,,,
food_source,voucher_pds,Purchased with food vouchers / PDS,"شراء من قسائم غذائية , او البطاقة التموينية ,.....",,,,,,,,,,,,,,,,,,,,,,
food_source,cash,Purchased with own cash,شراء نقدا من المال الخاص,,,,,,,,,,,,,,,,,,,,,,
food_source,cash_assistance,Purchased with cash assistance,شراء من المساعدات المالية,,,,,,,,,,,,,,,,,,,,,,
food_source,inkind_labour,Received in-kind for labor or other items,تلقي مساعدات غذائية عينية مقابل العمل او اشياء اخرى,,,,,,,,,,,,,,,,,,,,,,
food_source,food_assistance_gov,Food assistance from government,مساعدة غذائية من الحكومة,,,,,,,,,,,,,,,,,,,,,,
food_source,credit,Purchased on credit (debt),الشراء بالدين,,,,,,,,,,,,,,,,,,,,,,
food_source,gifts_family_friends,Gift of food from family or friends,هدايا من قبل الاهل او الاصدقاء,,,,,,,,,,,,,,,,,,,,,,
food_source,own_production,"Own production (including hunting, fishing, gathering)",الانتاج الخاص بالعائلة _ محاصيل او حيوانات بمافي ذلك الصيد والجمع وصيد الاسماك),,,,,,,,,,,,,,,,,,,,,,
food_source,aid_un_ngo_assistance,Food assistance from UN or international organisations,المساعدات الغذائية من قبل المنظمات  او الامم المتحدة,,,,,,,,,,,,,,,,,,,,,,
food_source,begging,Begging,التسول,,,,,,,,,,,,,,,,,,,,,,
food_source,stealing,Food assistance from local charity or community,مساعدات غذائية من الجمعيات الخيرية المحلية أو المجتمع المحلي,,,,,,,,,,,,,,,,,,,,,,
food_source,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
yndd,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
yndd,no,No,كلا,,,,,,,,,,,,,,,,,,,,,,
yndd,do_not_know,Do not know,لا يعلم,,,,,,,,,,,,,,,,,,,,,,
yndd,decline_to_answer,Decline to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
freq,once_aweek,Once a week,مرة بالاسبوع,,,,,,,,,,,,,,,,,,,,,,
freq,every_2_weeks,Once every other week,مرة كل اسبوعين,,,,,,,,,,,,,,,,,,,,,,
freq,once_amonth,Once a month,مرة بالشهر,,,,,,,,,,,,,,,,,,,,,,
freq,every_2_3_months,Once every 2-3 months,مرة كل 2-3 أشهر,,,,,,,,,,,,,,,,,,,,,,
distance,less_15,Less than 15 mins,اقل من 15 دقيقة,,,,,,,,,,,,,,,,,,,,,,
distance,less_30,Less than 30 mins,اقل من 30 دقيقة,,,,,,,,,,,,,,,,,,,,,,
distance,less_hour,Less than 1 hour,اقل من ساعة,,,,,,,,,,,,,,,,,,,,,,
distance,less_3hours,Less than 3 hours,اقل من 3 ساعات,,,,,,,,,,,,,,,,,,,,,,
distance,more_3hours,More than 3 hours,اكثر من 3 ساعات,,,,,,,,,,,,,,,,,,,,,,
ynd,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
ynd,no,No,كلا,,,,,,,,,,,,,,,,,,,,,,
ynd,do_not_know,Do not know,لا اعلم,,,,,,,,,,,,,,,,,,,,,,
shelter_type,house,House,منزل,,,,,,,,,,,,,,,,,,,,,,
shelter_type,apartment,Apartment,شقة,,,,,,,,,,,,,,,,,,,,,,
shelter_type,hotel,Hotel,فندق,,,,,,,,,,,,,,,,,,,,,,
shelter_type,unfinished_abandoned_building,Unfinished building or abandoned residentional building,بناء سكني غير مكتمل او مهجور,,,,,,,,,,,,,,,,,,,,,,
shelter_type,damaged_building,Damaged residential building,مبنى سكني متضرر,,,,,,,,,,,,,,,,,,,,,,
shelter_type,tent,Tent,خيمة,,,,,,,,,,,,,,,,,,,,,,
shelter_type,religious_building,Religious building,مبنى ديني,,,,,,,,,,,,,,,,,,,,,,
shelter_type,public_building,"Public building (school, etc)",مبنى عام ( مدرسة وغيرها),,,,,,,,,,,,,,,,,,,,,,
shelter_type,container,Container/caravan,كارافان,,,,,,,,,,,,,,,,,,,,,,
shelter_type,non_residential,"Non-Residential structure (garage, farm House, shop)","بناء ليس للسكن ( كراج، دكان او محل، بيت مزرعة)",,,,,,,,,,,,,,,,,,,,,,
shelter_type,makeshift_shelter,"Makeshift shelter (with scavenged materials such as zinc sheets, cardboards, etc.)","مبنى مؤقت او ارتجالي ، سقف توتياء مثلا",,,,,,,,,,,,,,,,,,,,,,
shelter_type,rhu,Residential Housing Unit,وحدة سكنية RHU,,,,,,,,,,,,,,,,,,,,,,
shelter_type,other,Other,اخرى (حدد),,,,,,,,,,,,,,,,,,,,,,
eviction,lack_funds,Lack of funds to pay rental costs,نقص الأموال لدفع تكاليف الإيجار,,,,,,,,,,,,,,,,,,,,,,
eviction,no_longer_hosted,Host family no longer able to host our family,لم تعد العائلة المضيفة قادرة على استضافة عائلتنا,,,,,,,,,,,,,,,,,,,,,,
eviction,unaccepted_by_community,Local community does not accept our family living in the area,المجتمع المحلي لا يقبل بعائلتنا للعيش في المنطقة,,,,,,,,,,,,,,,,,,,,,,
eviction,authorities_request,Authorities requested our household to leave,طلبت السلطات من اسرتنا المغادرة,,,,,,,,,,,,,,,,,,,,,,
eviction,owner_request,Request to vacate from owner of building/land,طلب إخلاء من مالك المبنى / الأرض,,,,,,,,,,,,,,,,,,,,,,
eviction,no_agreement,No valid tenancy agreement,لا يوجد عقد إيجار ساري المفعول,,,,,,,,,,,,,,,,,,,,,,
eviction,inadequate,Inadequate housing / shelter condition,حالة السكن / المأوى غير كافية,,,,,,,,,,,,,,,,,,,,,,
eviction,occupied,Housing occupied by other groups,تمّ شغل المساكن بواسطة مجموعات اخرى,,,,,,,,,,,,,,,,,,,,,,
eviction,confiscation,Risk of property being confiscated,خطر مصادرة الممتلكات,,,,,,,,,,,,,,,,,,,,,,
eviction,dispute,Ownership of property is disputed,ملكية الممتلكات متنازع عليها,,,,,,,,,,,,,,,,,,,,,,
eviction,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,bedding_items,"Bedding items (beedsheets, pillows)","مستلزمات النوم (شراشف الأسرّة ، الوسائد)",,,,,,,,,,,,,,,,,,,,,,
nfi_needs,mattresses_sleeping_mats,Mattresses/sleeping mats,دواشك/فرشات للنوم,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,blankets,Blankets,بطانيات,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,cooking_utensils,Cooking utensils,أواني الطبخ / مجموعة المطبخ,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,cooking_stove,Cooking stove,وقود الطهي,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,winter_heaters,Winter heaters,فرن الطهي,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,clothing,Clothing,خزان مياه,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,heating_cooking_fuel,Fuel (Cooking / Heating),مصدر للضوء,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,none,None of the above,لاشيئ مما سبق,,,,,,,,,,,,,,,,,,,,,,
nfi_needs,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
place_primary,within_2km,Within 2 km,ضمن مسافة 2 كم,,,,,,,,,,,,,,,,,,,,,,
place_primary,between_2_5,Between 2-5 km,من 2 الى 5 كم,,,,,,,,,,,,,,,,,,,,,,
place_primary,more_than5kmaway,More than 5 km,بعيد لاكثر من 5 كم,,,,,,,,,,,,,,,,,,,,,,
place_primary,do_not_know,Do not know of a functioning primary school,لا أعلم بوجود مدرسة ابتدائية تعمل,,,,,,,,,,,,,,,,,,,,,,
place_secondary,within_2km,Within 2 km,ضمن مسافة 2 كم,,,,,,,,,,,,,,,,,,,,,,
place_secondary,between_2_5,Between 2-5 km,من 2 الى 5 كم,,,,,,,,,,,,,,,,,,,,,,
place_secondary,more_than5kmaway,More than 5 km,بعيد لاكثر من 5 كم,,,,,,,,,,,,,,,,,,,,,,
place_secondary,do_not_know,Do not know of a functioning secondary school,لا أعلم بوجود مدرسة متوسطة تعمل,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,savings,Savings,انفاق المدخرات,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,employment,Employment,العمل / العمالة,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,remittences,Remittences,التحويلات / الحوالات,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,retirement_pension,Retirement fund or pension,صندوق التقاعد او معاش تقاعد,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,renting,"Income from renting out house, land or property",الدخل من تاجير المسكن الخاص او الارض او ملكية اخرى,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,selling_assets,"Selling household assets (for example furniture, cars, jewelry, ... etc)","(.... بيع مقتنيات الاسرة (اثاث المنزل , سيارة , مجوهرات",,,,,,,,,,,,,,,,,,,,,,
livelihood_type,selling_assistance_received,Selling assistance received,بيع المساعدة المتلقاة,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,loans_debts,"Loans, debts",ديون او قروض,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,modm_cash_assistance,MODM cash assistance,المساعدة المالية من وزارة الهجرة والمهجرين,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,support_from_community,"Support from community, friends, family",دعم من المجتمع او الاصدقاء او العائلة,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,ngo_charity_assistance,NGO or charity assistance,مساعدات خيرية او منظمة غير حكومية,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,social_service,Social service (disability allowance),"رعاية اجتماعية ( راتب اعاقة، شهيد...)",,,,,,,,,,,,,,,,,,,,,,
livelihood_type,illegal_activity,"Illegal or socially degrading activities (e.g. unlawful sales, begging, etc.)","الأنشطة غير القانونية أو المهينة اجتماعيًا (على سبيل المثال ، المبيعات غير القانونية، أو التسول ، وما إلى ذلك)",,,,,,,,,,,,,,,,,,,,,,
livelihood_type,zakat,Zakat,الزكاة,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,none,None,لاشيئ,,,,,,,,,,,,,,,,,,,,,,
livelihood_type,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,basic_hh_expenditure,"Basic household expenditures (rent, utilities)","نفقات الاسرة الاساسية ( ايجار، اشياء اخرى)",,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,health,Healthcare,لرعاية صحية,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,food,Food,طعام,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,education,Education,التعليم,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,clothing,Clothing or NFIs,ملابس,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,house,Rebuilding damaged house and/or shelter improvements,اعادة بناء او تأهيل او تحسين المسكن,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,purchase_pro_assets,Purchasing productive assets for small business or income-generating activities,لشراء المواد الإنتاجية للاعمال الصغيرة أو الأنشطة المدرة للدخل,,,,,,,,,,,,,,,,,,,,,,
reasons_for_debt,other,Other,اخرى,,,,,,,,,,,,,,,,,,,,,,
place3,less_15,Less than 15 minutes,اقل من ربع ساعة,,,,,,,,,,,,,,,,,,,,,,
place3,less_30,15-29 minutes,من ربع ساعة الى نصف ساعة,,,,,,,,,,,,,,,,,,,,,,
place3,less_hour,30-59 minutes,من 30-59 دقيقة,,,,,,,,,,,,,,,,,,,,,,
place3,less_2hours,1-2 hours,من 1-2 ساعة,,,,,,,,,,,,,,,,,,,,,,
place3,more_2hours,More than 2 hours,اكثر من 2 ساعة,,,,,,,,,,,,,,,,,,,,,,
place4,do_not_know,Don't know,لا اعلم,,,,,,,,,,,,,,,,,,,,,,
place5,prefer_not_answer,Prefer not to answer,يفضل عدم الاجابة,,,,,,,,,,,,,,,,,,,,,,
nnny,yes,Yes,نعم,,,,,,,,,,,,,,,,,,,,,,
nnny,no_already_did,"No, because we already did it (so cannot continue to do it)","كلا، لأننا قد قمنا باذلك مسبقا ( لذا لا نستطيع الاستمرار بذلك)",,,,,,,,,,,,,,,,,,,,,,
nnny,no_nobody_in_hh_did,"No, nobody in my HH did","كلا، لم يقم بذلك اي فرد من الاسرة",,,,,,,,,,,,,,,,,,,,,,
nnny,not_applicable,Not applicable (I don't have),"كلا، لا ينطبق ذلك على الاسرة",,,,,,,,,,,,,,,,,,,,,,
needs,education,Education for children,التعليم للاطفال,,,,,,,,,,,,,,,,,,,,,,
needs,cfs,Child-friendly spaces or activities,مساحة صديقة للطفل او نشاطاتها,,,,,,,,,,,,,,,,,,,,,,
needs,employment,Employment ( livelihood opportunities),التوظيف ( فرص عمل لكسب العيش),,,,,,,,,,,,,,,,,,,,,,
needs,food,Food,الغذاء,,,,,,,,,,,,,,,,,,,,,,
needs,medical_care,Medical Care,الرعاية الطبية,,,,,,,,,,,,,,,,,,,,,,
needs,psychosocial_support,Psychosocial Support,الدعم النفسي والاجتماعي,,,,,,,,,,,,,,,,,,,,,,
needs,gbv_support,Gender-based Violence support,دعم في العنف الجنسي GBV,,,,,,,,,,,,,,,,,,,,,,
needs,eh_clear,Explosive Hazard Clearance,إزالة المتفجرات الخطرة,,,,,,,,,,,,,,,,,,,,,,
needs,eh_education,Explosive Hazard Risk Education,التثقيف حول مخاطر المتفجرات,,,,,,,,,,,,,,,,,,,,,,
needs,shelter_support,Shelter Support,دعم المسكن,,,,,,,,,,,,,,,,,,,,,,
needs,water,Water,مياه,,,,,,,,,,,,,,,,,,,,,,
needs,sanitation,Sanitation services,خدمات الصرف الصحي,,,,,,,,,,,,,,,,,,,,,,
needs,vocational_training,Vocational training,التدريبات المهنية,,,,,,,,,,,,,,,,,,,,,,
needs,clothing_footwear,Clothing or Footwear,الملابس او الاحذية,,,,,,,,,,,,,,,,,,,,,,
needs,summerization,Summer kits,مواد صيفية,,,,,,,,,,,,,,,,,,,,,,
needs,winterization,Winter kits,مواد شتوية,,,,,,,,,,,,,,,,,,,,,,
needs,legal_assistance,"Legal Assistance (civil documentation, HLP, family law)","مساعدة قانونية (وثائق مدنية، وثائق ملكية الاراضي،..)",,,,,,,,,,,,,,,,,,,,,,
needs,other,Other,اخرى (حدد),,,,,,,,,,,,,,,,,,,,,,
relationship,head,Head of household,رب الاسرة,,,,,,,,,,,,,,,,,,,,,,
relationship,spouse,Spouse of head of household,زوج / زوجة رب الاسرة,,,,,,,,,,,,,,,,,,,,,,
relationship,child,Son/daughter,الابن / الابنة,,,,,,,,,,,,,,,,,,,,,,
relationship,sibling,Brother/Sister (sibling),الأخ / الأخت ( الاشقاء),,,,,,,,,,,,,,,,,,,,,,
relationship,parent,Father/Mother,الأب / الأم,,,,,,,,,,,,,,,,,,,,,,
relationship,childinlaw,Son/Daughter in law,الصهر (زوج الابنة) / الكنة (زوجة الابن),,,,,,,,,,,,,,,,,,,,,,
relationship,grandchild,Grandchild,الحفيد,,,,,,,,,,,,,,,,,,,,,,
relationship,parentinlaw,Father/mother in law,الحما / الحماة,,,,,,,,,,,,,,,,,,,,,,
relationship,nephew_niece,Nephew / Niece,ابن / ابنة الاخ او الاخت,,,,,,,,,,,,,,,,,,,,,,
relationship,other_relative,Other relative,أقرباء آخرون,,,,,,,,,,,,,,,,,,,,,,
relationship,friend,Friend,صديق,,,,,,,,,,,,,,,,,,,,,,
relationship,guest,Guest or non-relative,ضيف او غير قريب,,,,,,,,,,,,,,,,,,,,,,
relationship,error,Error - extra group added by mistake,خطا-تم اضافة مجموعة اخرى بالخطأ,,,,,,,,,,,,,,,,,,,,,,
gender,male,Male,ذكر,,,,,,,,,,,,,,,,,,,,,,
gender,female,Female,انثى,,,,,,,,,,,,,,,,,,,,,,
marital_status,single,Single,اعزب / عزباء,,,,,,,,,,,,,,,,,,,,,,
marital_status,married,Married,متزوج / ة,,,,,,,,,,,,,,,,,,,,,,
marital_status,separated,Separated,منفصل /ة,,,,,,,,,,,,,,,,,,,,,,
marital_status,divorced,Divorced,مطلق /ة,,,,,,,,,,,,,,,,,,,,,,
marital_status,widowed,Widowed,ارمل/ة,,,,,,,,,,,,,,,,,,,,,,
health_barriers,no_issues,No issues,لم تكن توجد صعوبات,,,,,,,,,,,,,,,,,,,,,,
health_barriers,not_tried,Have not tried to access medical services,لم احاول الوصول الى الخدمات الطبية,,,,,,,,,,,,,,,,,,,,,,
health_barriers,cost,Cost of services and/or medicine was too high,كانت تكلفة الخدمات و / أو الدواء مرتفعة للغاية,,,,,,,,,,,,,,,,,,,,,,
health_barriers,unqualified_staff,Did not get access to qualified health staff at the health facility,لم نستطع  الوصول إلى الموظفين الصحيين المؤهلين في المرفق الصحي,,,,,,,,,,,,,,,,,,,,,,
health_barriers,civ_docs_problems,Problems with civil documents,مشاكل في الوثائق المدنية,,,,,,,,,,,,,,,,,,,,,,
health_barriers,no_referral_phc,Public health clinic did not provide referral,عيادة الصحة العامة لم تقدم الإحالة,,,,,,,,,,,,,,,,,,,,,,
health_barriers,phc_closed,Public health clinic not open,عيادة الصحة العامة ليست مفتوحة,,,,,,,,,,,,,,,,,,,,,,
